SRR1298742.3056	IGHD3-22 28 2 
SRR1298742.7881	IGHD2-2 24 0 
SRR1298742.3403	IGHD3-22 13 0 
SRR1298742.6179	IGHD3-22 28 2 
SRR1298742.4945	IGHD2-2 24 0 
SRR1298742.8643	IGHD3-22 13 0 
SRR1298742.7871	IGHD3-22 13 0 
SRR1298742.3435	IGHD2-2 24 0 
SRR1298742.8400	IGHD6-13 13 0 
SRR1298742.9348	IGHD6-13 13 0 
SRR1298742.625	IGHD6-13 13 0 
SRR1298742.4605	IGHD2-2 24 0 
SRR1298742.7443	IGHD2-2 24 0 
SRR1298742.7697	IGHD3-22 16 0 
SRR1298742.1099	IGHD3-22 28 2 
SRR1298742.5243	IGHD2-2 24 0 
SRR1298742.7668	IGHD6-13 13 0 
SRR1298742.8791	IGHD6-13 13 0 
SRR1298742.9368	IGHD2-2 24 0 
SRR1298742.1608	IGHD6-13 13 0 
SRR1298742.3127	IGHD6-13 13 0 
SRR1298742.3036	IGHD3-22 13 0 
SRR1298742.4510	IGHD3-22 28 2 
SRR1298742.2598	IGHD3-22 13 0 
SRR1298742.8854	IGHD3-22 13 0 
SRR1298742.8508	IGHD2-2 24 0 
SRR1298742.7768	IGHD2-2 24 0 
SRR1298742.704	IGHD3-22 28 2 
SRR1298742.6357	IGHD3-22 13 0 
SRR1298742.7531	IGHD3-22 28 2 
SRR1298742.4656	IGHD2-2 24 0 
SRR1298742.2695	IGHD3-22 13 0 
SRR1298742.8537	IGHD2-2 24 0 
SRR1298742.3259	IGHD6-13 13 0 
SRR1298742.3586	IGHD6-13 13 0 
SRR1298742.6497	IGHD6-13 13 0 
SRR1298742.4478	IGHD3-22 13 0 
SRR1298742.2851	IGHD3-22 28 3 
SRR1298742.1834	IGHD2-2 24 0 
SRR1298742.675	IGHD3-22 21 1 
SRR1298742.142	IGHD6-13 13 0 
SRR1298742.5534	IGHD2-2 24 0 
SRR1298742.9047	IGHD3-22 28 3 
SRR1298742.8804	IGHD2-2 24 0 
SRR1298742.2772	IGHD6-13 13 0 
SRR1298742.859	IGHD3-22 13 0 
SRR1298742.6518	IGHD3-22 13 0 
SRR1298742.9126	IGHD3-22 27 2 
SRR1298742.8330	IGHD3-22 28 2 
SRR1298742.1430	IGHD6-13 13 0 
SRR1298742.910	IGHD6-13 13 0 
SRR1298742.614	IGHD6-13 13 0 
SRR1298742.9301	IGHD2-2 22 0 
SRR1298742.4668	IGHD3-22 13 0 
SRR1298742.6115	IGHD6-13 13 0 
SRR1298742.6625	IGHD2-2 24 0 
SRR1298742.5388	IGHD2-2 24 0 
SRR1298742.3315	IGHD6-13 13 0 
SRR1298742.3843	IGHD3-22 28 2 
SRR1298742.60	IGHD2-2 22 0 
SRR1298742.4615	IGHD6-13 13 0 
SRR1298742.5256	IGHD3-22 13 0 
SRR1298742.535	IGHD3-22 13 0 
SRR1298742.1867	IGHD6-13 13 0 
SRR1298742.8842	IGHD3-22 13 0 
SRR1298742.360	IGHD2-2 22 0 
SRR1298742.544	IGHD3-22 13 0 
SRR1298742.4991	IGHD1-1 17 0 IGHD1-20/1-7 17 1 
SRR1298742.4318	IGHD3-22 13 0 
SRR1298742.5919	IGHD6-13 13 0 
SRR1298742.6444	IGHD6-13 13 0 
SRR1298742.3779	IGHD3-22 13 0 
SRR1298742.2115	IGHD6-13 13 0 
SRR1298742.7759	IGHD2-2 24 0 
SRR1298742.8618	IGHD3-22 28 2 
SRR1298742.8826	IGHD6-13 13 0 
SRR1298742.9396	IGHD6-13 13 0 
SRR1298742.7374	IGHD3-22 28 2 
SRR1298742.2321	IGHD3-22 13 0 
SRR1298742.6633	IGHD3-22 13 0 
SRR1298742.6372	IGHD3-22 13 0 
SRR1298742.7534	IGHD6-13 13 0 
SRR1298742.4891	IGHD3-22 28 2 
SRR1298742.2217	IGHD6-13 13 0 
SRR1298742.8214	IGHD6-13 13 0 
SRR1298742.4266	IGHD3-22 28 2 
SRR1298742.5554	IGHD2-2 22 0 
SRR1298742.4715	IGHD6-13 13 0 
SRR1298742.2632	IGHD3-22 13 0 
SRR1298742.1611	IGHD3-22 28 2 
SRR1298742.3474	IGHD2-2 24 0 
SRR1298742.3591	IGHD2-2 24 0 
SRR1298742.5391	IGHD2-2 24 0 
SRR1298742.6393	IGHD3-22 28 2 
SRR1298742.5150	IGHD3-22 28 2 
SRR1298742.313	IGHD6-13 13 0 
SRR1298742.4442	IGHD2-2 24 0 
SRR1298742.7844	IGHD2-2 24 0 
SRR1298742.379	IGHD3-22 13 0 
SRR1298742.2669	IGHD2-2 24 0 
SRR1298742.1341	IGHD3-22 28 2 
SRR1298742.6624	IGHD6-13 13 0 
SRR1298742.8366	IGHD2-2 24 0 
SRR1298742.4516	IGHD3-22 13 0 
SRR1298742.7967	IGHD2-2 24 0 
SRR1298742.1701	IGHD2-2 24 0 
SRR1298742.2682	IGHD3-22 13 0 
SRR1298742.6745	IGHD3-22 13 0 
SRR1298742.7165	IGHD2-2 24 0 
SRR1298742.3226	IGHD3-22 28 2 
SRR1298742.1791	IGHD6-13 13 0 
SRR1298742.9132	IGHD2-2 24 0 
SRR1298742.1982	IGHD2-2 24 0 
SRR1298742.5684	IGHD3-22 16 0 
SRR1298742.2587	IGHD3-22 13 0 
SRR1298742.8894	IGHD3-22 13 0 
SRR1298742.1059	IGHD6-13 13 0 
SRR1298742.6319	IGHD6-13 13 0 
SRR1298742.6136	IGHD6-13 13 0 
SRR1298742.6567	IGHD6-13 13 0 
SRR1298742.959	IGHD6-13 13 0 
SRR1298742.9417	IGHD3-22 13 0 
SRR1298742.8160	IGHD2-2 24 0 
SRR1298742.8888	IGHD2-2 24 0 
SRR1298742.425	IGHD6-13 13 0 
SRR1298742.6789	IGHD2-2 24 0 
SRR1298742.7170	IGHD2-2 22 0 
SRR1298742.2972	IGHD2-2 24 0 
SRR1298742.1631	IGHD3-22 13 0 
SRR1298742.2731	IGHD6-13 13 0 
SRR1298742.1896	IGHD6-13 13 0 
SRR1298742.8578	IGHD6-13 13 0 
SRR1298742.3085	IGHD3-22 28 2 
SRR1298742.6159	IGHD2-2 24 0 
SRR1298742.2408	IGHD3-22 13 0 
SRR1298742.4542	IGHD3-22 13 0 
SRR1298742.74	IGHD3-22 28 2 
SRR1298742.5347	IGHD6-13 13 0 
SRR1298742.6374	IGHD2-2 24 1 
SRR1298742.1521	IGHD3-22 28 2 
SRR1298742.7782	IGHD2-2 22 0 
SRR1298742.5095	IGHD6-13 13 0 
SRR1298742.904	IGHD6-13 13 0 
SRR1298742.6105	IGHD2-2 24 0 
SRR1298742.1105	IGHD3-22 28 2 
SRR1298742.3716	IGHD3-22 13 0 
SRR1298742.2375	IGHD3-22 13 0 
SRR1298742.2151	IGHD3-22 13 0 
SRR1298742.4688	IGHD3-22 13 0 
SRR1298742.8055	IGHD3-22 28 2 
SRR1298742.7592	IGHD2-2 24 0 
SRR1298742.7792	IGHD3-22 28 2 
SRR1298742.7511	IGHD3-22 28 2 
SRR1298742.4459	IGHD3-22 28 2 
SRR1298742.1818	IGHD2-2 24 0 
SRR1298742.1184	IGHD6-13 13 0 
SRR1298742.5314	IGHD2-2 24 0 
SRR1298742.1161	IGHD3-22 13 0 
SRR1298742.2050	IGHD3-22 13 0 
SRR1298742.1822	IGHD6-13 13 0 
SRR1298742.8005	IGHD3-22 28 2 
SRR1298742.2126	IGHD6-13 13 0 
SRR1298742.6535	IGHD2-2 24 0 
SRR1298742.1465	IGHD3-22 28 2 
SRR1298742.6362	IGHD3-22 13 0 
SRR1298742.7299	IGHD6-13 13 0 
SRR1298742.9233	IGHD3-22 28 2 
SRR1298742.234	IGHD2-2 22 0 
SRR1298742.6450	IGHD2-2 24 0 
SRR1298742.5907	IGHD3-22 13 0 
SRR1298742.4875	IGHD3-22 28 2 
SRR1298742.1219	IGHD6-13 13 0 
SRR1298742.7824	IGHD6-13 13 0 
SRR1298742.5928	IGHD3-22 13 0 
SRR1298742.3377	IGHD2-2 24 0 
SRR1298742.929	IGHD6-13 13 0 
SRR1298742.3484	IGHD6-13 13 0 
SRR1298742.349	IGHD3-22 28 2 
SRR1298742.9249	IGHD2-2 24 0 
SRR1298742.8770	IGHD6-13 13 0 
SRR1298742.609	IGHD6-13 13 0 
SRR1298742.8975	IGHD3-22 13 0 
SRR1298742.8980	IGHD2-2 24 0 
SRR1298742.3736	IGHD6-13 13 0 
SRR1298742.1134	IGHD6-13 13 0 
SRR1298742.5743	IGHD6-13 13 0 
SRR1298742.8699	IGHD2-2 24 0 
SRR1298742.1585	IGHD2-2 24 0 
SRR1298742.7513	IGHD2-2 24 0 
SRR1298742.8475	IGHD3-22 28 2 
SRR1298742.6106	IGHD3-22 13 0 
SRR1298742.473	IGHD3-22 13 0 
SRR1298742.5238	IGHD6-13 13 0 
SRR1298742.3544	IGHD2-2 23 0 
SRR1298742.8927	IGHD6-13 13 0 
SRR1298742.7460	IGHD3-22 28 2 
SRR1298742.3569	IGHD3-22 13 0 
SRR1298742.6459	IGHD3-22 28 2 
SRR1298742.3880	IGHD2-2 24 0 
SRR1298742.235	IGHD6-13 13 0 
SRR1298742.6699	IGHD2-2 22 0 
SRR1298742.3630	IGHD6-13 13 0 
SRR1298742.2105	IGHD3-22 13 0 
SRR1298742.4540	IGHD3-22 28 2 
SRR1298742.4491	IGHD2-2 24 0 
SRR1298742.3755	IGHD3-22 28 2 
SRR1298742.2799	IGHD3-22 13 0 
SRR1298742.6477	IGHD2-2 24 0 
SRR1298742.9006	IGHD2-2 24 0 
SRR1298742.549	IGHD3-22 28 2 
SRR1298742.210	IGHD6-13 13 0 
SRR1298742.844	IGHD6-13 13 0 
SRR1298742.4250	IGHD2-2 24 0 
SRR1298742.8430	IGHD3-22 13 0 
SRR1298742.6183	IGHD2-2 24 0 
SRR1298742.3846	IGHD2-2 24 0 
SRR1298742.5893	IGHD3-22 28 2 
SRR1298742.1098	IGHD3-22 28 2 
SRR1298742.599	IGHD6-13 13 0 
SRR1298742.5118	IGHD3-22 28 2 
SRR1298742.3138	IGHD3-22 13 0 
SRR1298742.3924	IGHD6-13 13 0 
SRR1298742.3980	IGHD6-13 13 0 
SRR1298742.2860	IGHD2-2 24 0 
SRR1298742.1301	IGHD3-22 13 0 
SRR1298742.2174	IGHD6-13 13 0 
SRR1298742.5386	IGHD2-2 24 0 
SRR1298742.6846	IGHD2-2 24 1 
SRR1298742.1024	IGHD3-22 28 2 
SRR1298742.8223	IGHD2-2 24 0 
SRR1298742.1550	IGHD3-22 13 0 
SRR1298742.3013	IGHD3-22 28 3 
SRR1298742.9216	IGHD3-22 28 2 
SRR1298742.269	IGHD6-13 13 0 
SRR1298742.6160	IGHD3-22 28 2 
SRR1298742.703	IGHD6-13 13 0 
SRR1298742.5019	IGHD1-1 17 0 IGHD1-20/1-7 17 1 
SRR1298742.3848	IGHD3-22 25 2 
SRR1298742.1741	IGHD6-13 13 0 
SRR1298742.5348	IGHD6-13 13 0 
SRR1298742.291	IGHD6-13 13 0 
SRR1298742.8681	IGHD2-2 24 0 
SRR1298742.5781	IGHD6-13 13 0 
SRR1298742.6483	IGHD3-22 28 2 
SRR1298742.6788	IGHD3-22 28 2 
SRR1298742.2372	IGHD3-22 28 2 
SRR1298742.1432	IGHD3-22 28 2 
SRR1298742.6027	IGHD3-22 13 0 
SRR1298742.6792	IGHD6-13 13 0 
SRR1298742.9203	IGHD6-13 13 0 
SRR1298742.8910	IGHD2-2 24 0 
SRR1298742.5015	IGHD6-13 13 0 
SRR1298742.6701	IGHD2-2 24 0 
SRR1298742.6086	IGHD2-2 24 0 
SRR1298742.6939	IGHD6-13 13 0 
SRR1298742.1011	IGHD3-22 13 0 
SRR1298742.5064	IGHD2-2 24 0 
SRR1298742.7086	IGHD3-22 13 0 
SRR1298742.1106	IGHD3-22 13 0 
SRR1298742.9054	IGHD6-13 13 0 
SRR1298742.7005	IGHD2-2 24 0 
SRR1298742.6585	IGHD3-22 13 0 
SRR1298742.1308	IGHD3-22 13 0 
SRR1298742.9225	IGHD3-22 28 2 
SRR1298742.1554	IGHD1-20/1-7 15 0 
SRR1298742.6629	IGHD6-13 13 0 
SRR1298742.7178	IGHD3-22 28 2 
SRR1298742.5414	IGHD3-22 13 0 
SRR1298742.8997	IGHD6-13 13 0 
SRR1298742.8943	IGHD2-2 24 0 
SRR1298742.5676	IGHD6-13 13 0 
SRR1298742.7555	IGHD6-13 13 0 
SRR1298742.2775	IGHD2-2 24 0 
SRR1298742.7348	IGHD6-13 13 0 
SRR1298742.8196	IGHD6-13 13 0 
SRR1298742.8433	IGHD2-2 24 0 
SRR1298742.6004	IGHD3-22 13 0 
SRR1298742.6420	IGHD6-13 13 0 
SRR1298742.3549	IGHD3-22 13 0 
SRR1298742.9279	IGHD6-13 13 0 
SRR1298742.7126	IGHD2-2 24 0 
SRR1298742.4578	IGHD3-22 13 0 
SRR1298742.9284	IGHD2-2 24 0 
SRR1298742.4482	IGHD3-22 13 0 
SRR1298742.6260	IGHD3-22 13 0 
SRR1298742.4551	IGHD3-22 28 2 
SRR1298742.214	IGHD1-1 17 0 IGHD1-20/1-7 17 1 
SRR1298742.4706	IGHD6-13 13 0 
SRR1298742.3778	IGHD3-22 28 2 
SRR1298742.1272	IGHD3-22 28 2 
SRR1298742.8222	IGHD6-13 13 0 
SRR1298742.9149	IGHD2-2 24 0 
SRR1298742.1380	IGHD6-13 13 0 
SRR1298742.2146	IGHD3-22 13 0 
SRR1298742.1317	IGHD2-2 24 0 
SRR1298742.3720	IGHD6-13 13 0 
SRR1298742.4269	IGHD6-13 13 0 
SRR1298742.7391	IGHD6-13 13 0 
SRR1298742.8743	IGHD2-2 24 0 
SRR1298742.5854	IGHD3-22 28 2 
SRR1298742.3125	IGHD3-22 13 0 
SRR1298742.6504	IGHD3-22 13 0 
SRR1298742.2727	IGHD3-22 13 0 
SRR1298742.8948	IGHD3-22 28 2 
SRR1298742.5376	IGHD2-2 22 0 
SRR1298742.4413	IGHD6-13 13 0 
SRR1298742.3261	IGHD3-22 13 0 
SRR1298742.8695	IGHD2-2 24 0 
SRR1298742.1654	IGHD2-2 24 0 
SRR1298742.4555	IGHD2-2 24 0 
SRR1298742.3194	IGHD3-22 13 0 
SRR1298742.7667	IGHD6-13 13 0 
SRR1298742.6403	IGHD3-22 13 0 
SRR1298742.2056	IGHD3-22 13 0 
SRR1298742.8279	IGHD2-2 24 0 
SRR1298742.2269	IGHD2-2 24 0 
SRR1298742.9460	IGHD2-2 24 0 
SRR1298742.7954	IGHD2-2 24 0 
SRR1298742.4315	IGHD3-22 28 2 
SRR1298742.3566	IGHD6-13 13 0 
SRR1298742.5137	IGHD6-13 13 0 
SRR1298742.8517	IGHD3-22 13 0 
SRR1298742.4312	IGHD3-22 13 0 
SRR1298742.2748	IGHD6-13 13 0 
SRR1298742.5517	IGHD3-22 16 0 
SRR1298742.137	IGHD6-13 13 0 
SRR1298742.5384	IGHD3-22 13 0 
SRR1298742.1179	IGHD3-22 28 2 
SRR1298742.7501	IGHD2-2 24 0 
SRR1298742.757	IGHD3-22 28 2 
SRR1298742.4270	IGHD6-13 13 0 
SRR1298742.3521	IGHD2-2 22 0 
SRR1298742.2503	IGHD2-2 24 0 
SRR1298742.7905	IGHD2-2 24 0 
SRR1298742.4276	IGHD3-22 28 2 
SRR1298742.2369	IGHD6-13 13 0 
SRR1298742.8314	IGHD3-22 13 0 
SRR1298742.7068	IGHD2-2 24 0 
SRR1298742.7233	IGHD6-13 13 0 
SRR1298742.2065	IGHD3-22 16 0 
SRR1298742.110	IGHD6-13 13 0 
SRR1298742.7384	IGHD2-2 24 0 
SRR1298742.7112	IGHD3-22 13 0 
SRR1298742.3321	IGHD3-22 28 2 
SRR1298742.5203	IGHD2-2 24 0 
SRR1298742.856	IGHD3-22 28 2 
SRR1298742.2563	IGHD6-13 13 0 
SRR1298742.396	IGHD3-22 13 0 
SRR1298742.1209	IGHD3-22 28 2 
SRR1298742.2485	IGHD3-22 13 0 
SRR1298742.4218	IGHD2-2 22 0 
SRR1298742.4996	IGHD3-22 13 0 
SRR1298742.2206	IGHD6-13 13 0 
SRR1298742.5345	IGHD6-13 13 0 
SRR1298742.7278	IGHD2-2 24 0 
SRR1298742.4594	IGHD6-13 13 0 
SRR1298742.1917	IGHD6-13 13 0 
SRR1298742.4186	IGHD3-22 13 0 
SRR1298742.9022	IGHD6-13 13 0 
SRR1298742.2863	IGHD3-22 28 2 
SRR1298742.770	IGHD6-13 13 0 
SRR1298742.3243	IGHD6-13 13 0 
SRR1298742.2354	IGHD6-13 13 0 
SRR1298742.6456	IGHD6-13 13 0 
SRR1298742.984	IGHD6-13 13 0 
SRR1298742.6509	IGHD2-2 24 0 
SRR1298742.5486	IGHD6-13 13 0 
SRR1298742.6799	IGHD3-22 13 0 
SRR1298742.1234	IGHD3-22 28 2 
SRR1298742.7518	IGHD3-22 13 0 
SRR1298742.3228	IGHD2-2 24 0 
SRR1298742.6690	IGHD2-2 24 0 
SRR1298742.6208	IGHD6-13 13 0 
SRR1298742.6686	IGHD3-22 13 0 
SRR1298742.4695	IGHD2-2 24 0 
SRR1298742.764	IGHD3-22 13 0 
SRR1298742.5389	IGHD6-13 13 0 
SRR1298742.7772	IGHD2-2 24 0 
SRR1298742.8876	IGHD2-2 24 0 
SRR1298742.8000	IGHD3-22 13 0 
SRR1298742.83	IGHD3-22 13 0 
SRR1298742.4457	IGHD2-2 24 0 
SRR1298742.4341	IGHD2-2 24 0 
SRR1298742.7583	IGHD2-2 24 0 
SRR1298742.1266	IGHD3-22 28 2 
SRR1298742.4975	IGHD2-2 24 1 
SRR1298742.6948	IGHD3-22 16 0 
SRR1298742.7246	IGHD2-2 24 0 
SRR1298742.1803	IGHD3-22 13 0 
SRR1298742.9194	IGHD2-2 24 0 
SRR1298742.1591	IGHD3-22 13 0 
SRR1298742.2466	IGHD3-22 13 0 
SRR1298742.793	IGHD6-13 13 0 
SRR1298742.8273	IGHD6-13 13 0 
SRR1298742.4744	IGHD2-2 24 0 
SRR1298742.7248	IGHD3-22 13 0 
SRR1298742.3958	IGHD2-2 24 0 
SRR1298742.370	IGHD3-22 13 0 
SRR1298742.5859	IGHD2-2 24 0 
SRR1298742.6196	IGHD2-2 24 0 
SRR1298742.1294	IGHD3-22 13 0 
SRR1298742.5452	IGHD3-22 25 2 
SRR1298742.3224	IGHD3-22 28 2 
SRR1298742.6963	IGHD2-2 24 0 
SRR1298742.2624	IGHD3-22 26 2 
SRR1298742.2847	IGHD3-22 28 2 
SRR1298742.5705	IGHD3-22 13 0 
SRR1298742.8576	IGHD2-2 24 0 
SRR1298742.2192	IGHD3-22 28 2 
SRR1298742.8715	IGHD3-22 28 2 
SRR1298742.7801	IGHD6-13 13 0 
SRR1298742.1965	IGHD3-22 28 3 
SRR1298742.6577	IGHD3-22 13 0 
SRR1298742.6923	IGHD2-2 24 0 
SRR1298742.5177	IGHD6-13 13 0 
SRR1298742.4381	IGHD3-22 13 0 
SRR1298742.3896	IGHD6-13 13 0 
SRR1298742.8713	IGHD6-13 13 0 
SRR1298742.2212	IGHD3-22 28 2 
SRR1298742.1768	IGHD3-22 13 0 
SRR1298742.1296	IGHD3-22 13 0 
SRR1298742.6207	IGHD6-13 13 0 
SRR1298742.8017	IGHD6-13 13 0 
SRR1298742.2922	IGHD2-2 24 0 
SRR1298742.1910	IGHD6-13 13 0 
SRR1298742.8191	IGHD1-26 13 0 
SRR1298742.1496	IGHD2-2 22 0 
SRR1298742.752	IGHD2-2 22 0 
SRR1298742.1434	IGHD6-13 13 0 
SRR1298742.4069	IGHD2-2 24 0 
SRR1298742.8187	IGHD2-2 24 0 
SRR1298742.5282	IGHD6-13 13 0 
SRR1298742.5393	IGHD3-22 13 0 
SRR1298742.4288	IGHD3-22 25 2 
SRR1298742.3733	IGHD6-13 13 0 
SRR1298742.705	IGHD3-22 28 2 
SRR1298742.415	IGHD3-22 13 0 
SRR1298742.857	IGHD6-13 13 0 
SRR1298742.2337	IGHD3-3 16 0 
SRR1298742.9264	IGHD3-22 28 2 
SRR1298742.896	IGHD3-22 13 0 
SRR1298742.4420	IGHD3-22 13 0 
SRR1298742.8780	IGHD6-13 13 0 
SRR1298742.5038	IGHD3-22 13 0 
SRR1298742.8486	IGHD2-2 22 0 
SRR1298742.8024	IGHD3-22 13 0 
SRR1298742.6636	IGHD2-2 24 0 
SRR1298742.2859	IGHD6-13 13 0 
SRR1298742.94	IGHD3-22 13 0 
SRR1298742.7976	IGHD3-22 16 0 
SRR1298742.1319	IGHD3-22 28 2 
SRR1298742.7736	IGHD2-2 22 0 
SRR1298742.153	IGHD6-13 13 0 
SRR1298742.101	IGHD3-22 13 0 
SRR1298742.3502	IGHD3-22 28 2 
SRR1298742.2974	IGHD3-22 28 2 
SRR1298742.583	IGHD3-22 13 0 
SRR1298742.8364	IGHD6-13 13 0 
SRR1298742.3419	IGHD6-13 13 0 
SRR1298742.7561	IGHD6-13 13 0 
SRR1298742.2901	IGHD6-13 13 0 
SRR1298742.6568	IGHD3-22 28 2 
SRR1298742.2483	IGHD2-2 22 0 
SRR1298742.5341	IGHD3-22 28 2 
SRR1298742.5160	IGHD6-13 13 0 
SRR1298742.1424	IGHD6-13 13 0 
SRR1298742.7842	IGHD3-22 13 0 
SRR1298742.2220	IGHD6-13 13 0 
SRR1298742.1027	IGHD3-22 13 0 
SRR1298742.3369	IGHD6-13 13 0 
SRR1298742.4182	IGHD6-13 13 0 
SRR1298742.5812	IGHD3-22 13 0 
SRR1298742.1461	IGHD2-2 24 0 
SRR1298742.4094	IGHD3-22 13 0 
SRR1298742.749	IGHD6-13 13 0 
SRR1298742.6879	IGHD6-13 13 0 
SRR1298742.1746	IGHD6-13 13 0 
SRR1298742.7004	IGHD6-13 13 0 
SRR1298742.2306	IGHD2-2 24 0 
SRR1298742.281	IGHD2-2 22 0 
SRR1298742.4203	IGHD2-2 24 0 
SRR1298742.1805	IGHD2-2 22 0 
SRR1298742.5336	IGHD6-13 13 0 
SRR1298742.4855	IGHD2-2 24 0 
SRR1298742.3795	IGHD2-2 24 0 
SRR1298742.4842	IGHD3-22 28 2 
SRR1298742.6911	IGHD3-22 28 2 
SRR1298742.8120	IGHD2-2 24 0 
SRR1298742.8097	IGHD3-22 13 0 
SRR1298742.700	IGHD6-13 13 0 
SRR1298742.9115	IGHD3-22 13 0 
SRR1298742.8529	IGHD2-2 24 0 
SRR1298742.8207	IGHD2-2 22 0 
SRR1298742.4384	IGHD3-22 28 2 
SRR1298742.5878	IGHD3-22 28 2 
SRR1298742.4738	IGHD3-22 13 0 
SRR1298742.6639	IGHD3-22 13 0 
SRR1298742.4127	IGHD2-2 24 0 
SRR1298742.6222	IGHD2-2 24 0 
SRR1298742.6667	IGHD3-22 13 0 
SRR1298742.8413	IGHD2-2 24 0 
SRR1298742.1225	IGHD6-13 13 0 
SRR1298742.8084	IGHD3-22 13 0 
SRR1298742.8892	IGHD3-22 13 0 
SRR1298742.7030	IGHD2-2 24 1 
SRR1298742.8245	IGHD2-2 24 0 
SRR1298742.2543	IGHD3-22 28 2 
SRR1298742.7994	IGHD2-2 24 0 
SRR1298742.651	IGHD3-22 28 2 
SRR1298742.7557	IGHD3-22 13 0 
SRR1298742.799	IGHD3-22 13 0 
SRR1298742.2432	IGHD2-2 24 0 
SRR1298742.2663	IGHD6-13 13 0 
SRR1298742.808	IGHD3-22 16 0 
SRR1298742.1283	IGHD3-22 13 0 
SRR1298742.7799	IGHD3-22 16 0 
SRR1298742.8820	IGHD3-22 28 2 
SRR1298742.5062	IGHD2-2 24 0 
SRR1298742.8266	IGHD2-2 24 0 
SRR1298742.5638	IGHD3-22 13 0 
SRR1298742.2038	IGHD3-22 13 0 
SRR1298742.1109	IGHD6-13 13 0 
SRR1298742.9341	IGHD6-13 13 0 
SRR1298742.5737	IGHD3-22 28 2 
SRR1298742.8072	IGHD3-22 13 0 
SRR1298742.1239	IGHD3-22 13 0 
SRR1298742.6284	IGHD2-2 24 0 
SRR1298742.5457	IGHD3-22 13 0 
SRR1298742.1015	IGHD3-22 28 2 
SRR1298742.3016	IGHD3-22 28 2 
SRR1298742.3589	IGHD3-22 13 0 
SRR1298742.2300	IGHD6-13 13 0 
SRR1298742.6647	IGHD2-2 24 0 
SRR1298742.3098	IGHD2-2 24 0 
SRR1298742.4958	IGHD3-22 13 0 
SRR1298742.2010	IGHD2-2 24 0 
SRR1298742.8590	IGHD2-2 24 0 
SRR1298742.3090	IGHD3-22 28 2 
SRR1298742.8609	IGHD2-2 24 0 
SRR1298742.9307	IGHD6-13 13 0 
SRR1298742.2977	IGHD2-2 22 0 
SRR1298742.7528	IGHD6-13 13 0 
SRR1298742.6371	IGHD6-13 13 0 
SRR1298742.4676	IGHD2-2 24 0 
SRR1298742.2438	IGHD6-13 13 0 
SRR1298742.7054	IGHD3-22 27 2 
SRR1298742.2469	IGHD3-22 13 0 
SRR1298742.1604	IGHD6-13 13 0 
SRR1298742.9459	IGHD3-22 13 0 
SRR1298742.6373	IGHD6-13 13 0 
SRR1298742.7446	IGHD3-22 28 2 
SRR1298742.9089	IGHD3-22 13 0 
SRR1298742.3070	IGHD6-13 13 0 
SRR1298742.144	IGHD6-13 13 0 
SRR1298742.7807	IGHD2-2 24 0 
SRR1298742.3031	IGHD6-13 13 0 
SRR1298742.8328	IGHD2-2 24 0 
SRR1298742.7354	IGHD3-22 13 0 
SRR1298742.1907	IGHD6-13 13 0 
SRR1298742.1223	IGHD6-13 13 0 
SRR1298742.1990	IGHD6-13 13 0 
SRR1298742.936	IGHD6-13 13 0 
SRR1298742.6844	IGHD2-2 24 0 
SRR1298742.7336	IGHD2-2 24 0 
SRR1298742.5755	IGHD6-13 13 0 
SRR1298742.4944	IGHD6-13 18 1 
SRR1298742.5050	IGHD2-2 24 0 
SRR1298742.8221	IGHD6-13 13 0 
SRR1298742.6807	IGHD2-2 24 0 
SRR1298742.6389	IGHD3-22 13 0 
SRR1298742.19	IGHD6-13 13 0 
SRR1298742.1020	IGHD3-22 28 2 
SRR1298742.546	IGHD6-13 13 0 
SRR1298742.3130	IGHD2-2 24 0 
SRR1298742.8396	IGHD6-13 13 0 
SRR1298742.8901	IGHD6-13 13 0 
SRR1298742.7263	IGHD3-22 28 2 
SRR1298742.9328	IGHD2-2 24 0 
SRR1298742.6526	IGHD2-2 24 0 
SRR1298742.7831	IGHD3-22 28 2 
SRR1298742.7588	IGHD3-22 21 2 
SRR1298742.4147	IGHD3-22 13 0 
SRR1298742.5503	IGHD2-2 24 0 
SRR1298742.7453	IGHD3-22 13 0 
SRR1298742.4053	IGHD3-22 13 0 
SRR1298742.8605	IGHD3-22 13 0 
SRR1298742.1848	IGHD3-22 13 0 
SRR1298742.2966	IGHD6-13 13 0 
SRR1298742.2628	IGHD2-2 24 0 
SRR1298742.1423	IGHD6-13 13 0 
SRR1298742.48	IGHD3-22 13 0 
SRR1298742.8560	IGHD2-2 24 0 
SRR1298742.4489	IGHD3-22 28 2 
SRR1298742.5233	IGHD3-22 28 2 
SRR1298742.8968	IGHD3-22 28 2 
SRR1298742.1838	IGHD6-13 13 0 
SRR1298742.9362	IGHD2-2 24 0 
SRR1298742.3510	IGHD2-2 24 0 
SRR1298742.2391	IGHD3-22 28 2 
SRR1298742.8116	IGHD3-22 13 0 
SRR1298742.7424	IGHD2-2 22 0 
SRR1298742.3159	IGHD6-13 13 0 
SRR1298742.8722	IGHD2-2 24 0 
SRR1298742.1429	IGHD3-22 13 0 
SRR1298742.6380	IGHD6-13 13 0 
SRR1298742.5497	IGHD3-22 13 0 
SRR1298742.8855	IGHD2-2 24 0 
SRR1298742.1810	IGHD2-2 24 0 
SRR1298742.4521	IGHD2-2 24 0 
