SRR1298742.122	IGHG 27 0 
SRR1298742.6418	IGHM 113 0 
SRR1298742.6870	IGHG 27 0 
SRR1298742.4263	IGHG 27 0 
SRR1298742.3133	IGHM 113 0 
SRR1298742.8431	IGHG 27 0 
SRR1298742.869	IGHG 27 0 
SRR1298742.3431	IGHG 27 0 
SRR1298742.3475	IGHG 27 0 
SRR1298742.4468	IGHM 113 0 
SRR1298742.3629	IGHM 113 0 
SRR1298742.3688	IGHG 29 0 
SRR1298742.7835	IGHM 113 0 
SRR1298742.487	IGHG 29 0 
SRR1298742.8697	IGHG 27 0 
SRR1298742.2405	IGHM 113 0 
SRR1298742.6597	IGHM 113 0 
SRR1298742.796	IGHM 113 0 
SRR1298742.2542	IGHG 27 0 
SRR1298742.6120	IGHG 29 0 
SRR1298742.7296	IGHG 27 0 
SRR1298742.8908	IGHM 113 0 
SRR1298742.354	IGHG 27 0 
SRR1298742.4591	IGHM 113 0 
SRR1298742.2414	IGHM 113 0 
SRR1298742.2124	IGHG 27 0 
SRR1298742.4339	IGHM 113 0 
SRR1298742.4091	IGHM 113 0 
SRR1298742.3063	IGHG 29 0 
SRR1298742.4934	IGHG 27 0 
SRR1298742.5751	IGHM 113 0 
SRR1298742.1912	IGHG 29 0 
SRR1298742.8737	IGHG 27 0 
SRR1298742.5630	IGHG 29 0 
SRR1298742.1586	IGHG 27 0 
SRR1298742.5026	IGHG 29 0 
SRR1298742.1277	IGHG 27 0 
SRR1298742.7629	IGHG 27 0 
SRR1298742.4232	IGHG 29 0 
SRR1298742.4897	IGHM 113 0 
SRR1298742.1645	IGHG 27 0 
SRR1298742.5011	IGHG 27 0 
SRR1298742.265	IGHG 27 0 
SRR1298742.132	IGHG 27 0 
SRR1298742.2978	IGHG 29 0 
SRR1298742.4531	IGHG 29 0 
SRR1298742.8150	IGHM 113 0 
SRR1298742.2953	IGHM 113 3 
SRR1298742.1740	IGHG 29 0 
SRR1298742.2181	IGHG 26 0 
SRR1298742.4511	IGHM 113 0 
SRR1298742.4575	IGHG 29 0 
SRR1298742.1580	IGHG 27 0 
SRR1298742.7953	IGHG 27 0 
SRR1298742.6773	IGHM 113 0 
SRR1298742.6953	IGHG 27 0 
SRR1298742.8177	IGHM 113 0 
SRR1298742.724	IGHG 27 0 
SRR1298742.8649	IGHG 29 0 
SRR1298742.7769	IGHM 113 0 
SRR1298742.5670	IGHM 113 0 
SRR1298742.5329	IGHG 27 0 
SRR1298742.8262	IGHG 27 0 
SRR1298742.5660	IGHM 113 0 
SRR1298742.2699	IGHG 27 0 
SRR1298742.8594	IGHG 27 0 
SRR1298742.6452	IGHM 113 0 
SRR1298742.6958	IGHG 29 0 
SRR1298742.2394	IGHG 29 0 
SRR1298742.6832	IGHM 113 0 
SRR1298742.656	IGHG 27 0 
SRR1298742.2774	IGHM 113 0 
SRR1298742.543	IGHG 27 0 
SRR1298742.7816	IGHM 113 0 
SRR1298742.2209	IGHG 27 0 
SRR1298742.6142	IGHM 113 1 
SRR1298742.2773	IGHM 113 0 
SRR1298742.5603	IGHM 113 1 
SRR1298742.4788	IGHM 113 0 
SRR1298742.823	IGHG 27 0 
SRR1298742.7377	IGHG 29 0 
SRR1298742.8509	IGHG 27 0 
SRR1298742.5683	IGHM 113 0 
SRR1298742.6178	IGHM 113 0 
SRR1298742.4108	IGHM 113 0 
SRR1298742.6008	IGHG 27 0 
SRR1298742.3387	IGHG 29 0 
SRR1298742.2500	IGHG 27 0 
SRR1298742.9086	IGHG 29 0 
SRR1298742.8127	IGHG 27 0 
SRR1298742.1817	IGHG 29 1 
SRR1298742.8788	IGHG 27 0 
SRR1298742.2551	IGHG 27 0 
SRR1298742.4237	IGHG 27 0 
SRR1298742.5913	IGHG 27 0 
SRR1298742.8950	IGHM 113 0 
SRR1298742.3346	IGHG 27 0 
SRR1298742.6852	IGHG 29 0 
SRR1298742.1474	IGHG 29 0 
SRR1298742.4614	IGHM 114 0 
SRR1298742.5673	IGHG 28 1 
SRR1298742.1908	IGHM 113 0 
SRR1298742.1949	IGHG 27 0 
SRR1298742.1469	IGHG 29 0 
SRR1298742.1232	IGHG 29 0 
SRR1298742.8495	IGHG 29 0 
SRR1298742.603	IGHG 27 0 
SRR1298742.9177	IGHM 113 0 
SRR1298742.1315	IGHM 114 4 
SRR1298742.2932	IGHG 27 0 
SRR1298742.8175	IGHG 29 0 
SRR1298742.8004	IGHM 113 0 
SRR1298742.2119	IGHG 28 0 
SRR1298742.5576	IGHG 27 0 
SRR1298742.980	IGHM 113 1 
SRR1298742.8050	IGHM 113 0 
SRR1298742.6352	IGHM 113 0 
SRR1298742.267	IGHG 29 0 
SRR1298742.7386	IGHG 29 0 
SRR1298742.3051	IGHG 27 0 
SRR1298742.4125	IGHM 113 0 
SRR1298742.8903	IGHM 113 0 
SRR1298742.1627	IGHG 27 0 
SRR1298742.8662	IGHG 27 0 
SRR1298742.8653	IGHM 113 0 
SRR1298742.2518	IGHG 27 0 
SRR1298742.1192	IGHG 27 0 
SRR1298742.2348	IGHG 27 1 
SRR1298742.4304	IGHG 29 0 
SRR1298742.4757	IGHG 27 0 
SRR1298742.2607	IGHM 113 0 
SRR1298742.2548	IGHM 113 0 
SRR1298742.5720	IGHM 113 3 
SRR1298742.2292	IGHM 113 1 
SRR1298742.569	IGHG 27 0 
SRR1298742.2765	IGHM 113 0 
SRR1298742.8551	IGHM 113 0 
SRR1298742.4428	IGHG 27 0 
SRR1298742.850	IGHG 29 0 
SRR1298742.5794	IGHG 27 0 
SRR1298742.2739	IGHG 29 0 
SRR1298742.3466	IGHM 113 0 
SRR1298742.3267	IGHG 27 0 
SRR1298742.6617	IGHG 27 0 
SRR1298742.3543	IGHG 27 0 
SRR1298742.4554	IGHG 27 0 
SRR1298742.8732	IGHG 29 0 
SRR1298742.9197	IGHG 29 0 
SRR1298742.9377	IGHM 113 0 
SRR1298742.7957	IGHG 27 0 
SRR1298742.423	IGHG 27 0 
SRR1298742.3943	IGHM 113 0 
SRR1298742.2081	IGHG 27 0 
SRR1298742.2135	IGHM 113 0 
SRR1298742.3357	IGHG 29 0 
SRR1298742.2933	IGHM 113 0 
SRR1298742.3103	IGHG 27 0 
SRR1298742.7813	IGHM 113 0 
SRR1298742.9238	IGHM 113 0 
SRR1298742.3329	IGHM 113 0 
SRR1298742.7470	IGHM 113 1 
SRR1298742.2078	IGHG 27 0 
SRR1298742.6156	IGHG 28 0 
SRR1298742.8261	IGHG 27 1 
SRR1298742.5028	IGHM 113 0 
SRR1298742.3673	IGHG 29 0 
SRR1298742.4745	IGHG 27 0 
SRR1298742.2938	IGHG 27 0 
SRR1298742.337	IGHG 27 0 
SRR1298742.2986	IGHG 27 0 
SRR1298742.406	IGHM 113 0 
SRR1298742.4460	IGHG 27 0 
SRR1298742.891	IGHM 113 0 
SRR1298742.8165	IGHG 27 0 
SRR1298742.2591	IGHM 113 0 
SRR1298742.477	IGHG 27 0 
SRR1298742.8923	IGHG 27 0 
SRR1298742.1705	IGHG 27 0 
SRR1298742.8659	IGHG 27 0 
SRR1298742.2338	IGHG 29 0 
SRR1298742.2018	IGHM 113 0 
SRR1298742.1210	IGHG 27 0 
SRR1298742.6833	IGHG 27 0 
SRR1298742.3048	IGHG 27 0 
SRR1298742.3982	IGHM 113 0 
SRR1298742.4208	IGHG 27 0 
SRR1298742.7289	IGHM 113 0 
SRR1298742.4321	IGHG 27 0 
SRR1298742.3316	IGHG 29 0 
SRR1298742.3950	IGHG 29 0 
SRR1298742.1657	IGHG 27 0 
SRR1298742.2862	IGHG 27 0 
SRR1298742.5972	IGHG 27 0 
SRR1298742.5035	IGHG 29 0 
SRR1298742.593	IGHG 29 0 
SRR1298742.4195	IGHG 29 0 
SRR1298742.6557	IGHG 27 0 
SRR1298742.4915	IGHM 113 0 
SRR1298742.6268	IGHG 27 0 
SRR1298742.3034	IGHM 113 1 
SRR1298742.2566	IGHG 29 0 
SRR1298742.1537	IGHG 27 0 
SRR1298742.249	IGHM 113 0 
SRR1298742.6340	IGHG 29 0 
SRR1298742.2914	IGHM 113 0 
SRR1298742.8538	IGHM 113 0 
SRR1298742.8873	IGHM 113 0 
SRR1298742.7393	IGHM 113 0 
SRR1298742.9346	IGHM 113 0 
SRR1298742.1767	IGHG 27 0 
SRR1298742.6994	IGHM 113 0 
SRR1298742.2758	IGHM 113 0 
SRR1298742.4622	IGHM 113 0 
SRR1298742.3077	IGHG 29 0 
SRR1298742.4584	IGHG 29 0 
SRR1298742.6407	IGHG 27 0 
SRR1298742.2710	IGHG 29 0 
SRR1298742.8161	IGHM 113 0 
SRR1298742.8637	IGHG 27 1 
SRR1298742.5234	IGHG 29 0 
SRR1298742.3250	IGHG 27 0 
SRR1298742.779	IGHM 113 0 
SRR1298742.4361	IGHG 27 0 
SRR1298742.5310	IGHG 27 0 
SRR1298742.7798	IGHM 113 0 
SRR1298742.2009	IGHG 29 0 
SRR1298742.8039	IGHG 27 0 
SRR1298742.3799	IGHM 113 0 
SRR1298742.6674	IGHM 113 0 
SRR1298742.1749	IGHG 27 0 
SRR1298742.9367	IGHG 27 0 
SRR1298742.5392	IGHG 29 0 
SRR1298742.9282	IGHG 29 0 
SRR1298742.6384	IGHM 113 0 
SRR1298742.4032	IGHG 27 0 
SRR1298742.4795	IGHG 27 0 
SRR1298742.2092	IGHM 113 0 
SRR1298742.5597	IGHG 27 0 
SRR1298742.3420	IGHG 27 0 
SRR1298742.3942	IGHM 113 0 
SRR1298742.344	IGHG 27 0 
SRR1298742.9096	IGHG 27 0 
SRR1298742.176	IGHM 113 0 
SRR1298742.3496	IGHM 114 1 
SRR1298742.1031	IGHG 29 0 
SRR1298742.5488	IGHM 113 0 
SRR1298742.6348	IGHG 27 0 
SRR1298742.495	IGHG 28 0 
SRR1298742.2570	IGHG 27 0 
SRR1298742.8101	IGHG 27 0 
SRR1298742.8742	IGHM 113 0 
SRR1298742.4832	IGHM 113 0 
SRR1298742.1318	IGHG 27 0 
SRR1298742.3546	IGHG 27 0 
SRR1298742.9312	IGHM 113 0 
SRR1298742.5858	IGHM 113 0 
SRR1298742.7687	IGHG 27 0 
SRR1298742.3800	IGHG 23 0 
SRR1298742.4301	IGHG 27 0 
SRR1298742.674	IGHG 27 0 
SRR1298742.172	IGHG 26 0 
SRR1298742.2364	IGHG 27 0 
SRR1298742.7010	IGHG 27 0 
SRR1298742.4666	IGHM 113 0 
SRR1298742.8385	IGHG 29 0 
SRR1298742.3616	IGHG 27 0 
SRR1298742.6849	IGHM 113 0 
SRR1298742.1676	IGHG 27 0 
SRR1298742.1480	IGHG 27 0 
SRR1298742.8094	IGHG 27 0 
SRR1298742.8654	IGHG 27 0 
SRR1298742.7778	IGHM 113 0 
SRR1298742.8115	IGHG 29 0 
SRR1298742.8902	IGHG 29 0 
SRR1298742.5863	IGHG 27 0 
SRR1298742.6339	IGHG 27 0 
SRR1298742.7277	IGHM 113 0 
SRR1298742.471	IGHG 27 0 
SRR1298742.2226	IGHG 27 0 
SRR1298742.2112	IGHG 27 0 
SRR1298742.1821	IGHG 27 0 
SRR1298742.698	IGHG 27 0 
SRR1298742.860	IGHM 113 0 
SRR1298742.7115	IGHM 113 0 
SRR1298742.2055	IGHG 29 0 
SRR1298742.6175	IGHM 113 1 
SRR1298742.2924	IGHM 114 4 
SRR1298742.8125	IGHG 29 0 
SRR1298742.4135	IGHG 29 0 
SRR1298742.7862	IGHM 113 0 
SRR1298742.7275	IGHG 29 0 
SRR1298742.6918	IGHM 113 0 
SRR1298742.3460	IGHG 27 0 
SRR1298742.3274	IGHG 29 0 
SRR1298742.7397	IGHG 20 0 
SRR1298742.1849	IGHG 27 0 
SRR1298742.8064	IGHG 27 0 
SRR1298742.4898	IGHG 29 0 
SRR1298742.4916	IGHG 29 0 
SRR1298742.6107	IGHG 29 0 
SRR1298742.6620	IGHG 27 0 
SRR1298742.457	IGHG 27 0 
SRR1298742.3669	IGHG 29 0 
SRR1298742.4284	IGHG 29 0 
SRR1298742.895	IGHG 27 0 
SRR1298742.5269	IGHM 113 0 
SRR1298742.1340	IGHG 29 0 
SRR1298742.6453	IGHM 113 0 
SRR1298742.141	IGHG 29 0 
SRR1298742.7442	IGHM 113 0 
SRR1298742.8009	IGHM 113 0 
SRR1298742.8628	IGHG 25 0 
SRR1298742.3029	IGHG 27 0 
SRR1298742.3131	IGHG 29 0 
SRR1298742.7870	IGHG 25 0 
SRR1298742.878	IGHM 113 0 
SRR1298742.5265	IGHM 113 0 
SRR1298742.9423	IGHM 113 0 
SRR1298742.7897	IGHG 27 0 
SRR1298742.2679	IGHG 27 0 
SRR1298742.1374	IGHG 27 0 
SRR1298742.7931	IGHG 27 0 
SRR1298742.4818	IGHM 113 0 
SRR1298742.1826	IGHG 27 0 
SRR1298742.8425	IGHG 26 0 
SRR1298742.3711	IGHG 29 0 
SRR1298742.9040	IGHG 27 0 
SRR1298742.8565	IGHM 113 0 
SRR1298742.3694	IGHM 113 0 
SRR1298742.2143	IGHG 27 0 
SRR1298742.9215	IGHG 27 0 
SRR1298742.368	IGHG 29 0 
SRR1298742.50	IGHG 26 0 
SRR1298742.475	IGHG 29 0 
SRR1298742.3501	IGHG 27 0 
SRR1298742.3465	IGHG 26 0 
SRR1298742.2499	IGHM 113 0 
SRR1298742.7247	IGHM 113 0 
SRR1298742.7947	IGHG 29 0 
SRR1298742.175	IGHG 29 0 
SRR1298742.4029	IGHM 114 0 
SRR1298742.3697	IGHM 113 0 
SRR1298742.5865	IGHM 113 0 
SRR1298742.7281	IGHM 113 1 
SRR1298742.5867	IGHG 29 0 
SRR1298742.8317	IGHM 113 0 
SRR1298742.8895	IGHG 26 0 
SRR1298742.509	IGHG 27 0 
SRR1298742.8157	IGHM 113 1 
SRR1298742.3283	IGHM 113 1 
SRR1298742.5926	IGHM 113 0 
SRR1298742.2342	IGHG 27 0 
SRR1298742.4274	IGHG 29 0 
SRR1298742.5962	IGHM 113 0 
SRR1298742.5618	IGHM 113 1 
SRR1298742.760	IGHG 28 0 
SRR1298742.8643	IGHG 27 0 
SRR1298742.4690	IGHG 29 0 
SRR1298742.1191	IGHG 27 0 
SRR1298742.3491	IGHM 113 0 
SRR1298742.3372	IGHM 113 1 
SRR1298742.1021	IGHG 27 0 
SRR1298742.7166	IGHG 27 0 
SRR1298742.4374	IGHM 113 0 
SRR1298742.4343	IGHG 29 0 
SRR1298742.2781	IGHG 27 0 
SRR1298742.1716	IGHG 27 0 
SRR1298742.5841	IGHG 29 0 
SRR1298742.1761	IGHG 29 0 
SRR1298742.5844	IGHG 27 0 
SRR1298742.7668	IGHG 26 0 
SRR1298742.6141	IGHM 113 0 
SRR1298742.8791	IGHG 27 0 
SRR1298742.7443	IGHM 113 1 
SRR1298742.9348	IGHG 29 0 
SRR1298742.788	IGHG 27 0 
SRR1298742.671	IGHG 27 0 
SRR1298742.2328	IGHG 29 0 
SRR1298742.5373	IGHG 29 0 
SRR1298742.9280	IGHG 27 0 
SRR1298742.2460	IGHG 26 0 
SRR1298742.5140	IGHG 27 0 
SRR1298742.1677	IGHG 26 0 
SRR1298742.79	IGHG 29 0 
SRR1298742.1146	IGHG 28 0 
SRR1298742.5158	IGHG 27 0 
SRR1298742.4541	IGHG 27 0 
SRR1298742.9053	IGHG 27 0 
SRR1298742.836	IGHG 27 0 
SRR1298742.2402	IGHM 113 1 
SRR1298742.5186	IGHG 29 0 
SRR1298742.3946	IGHG 27 0 
SRR1298742.3355	IGHG 27 0 
SRR1298742.148	IGHG 26 0 
SRR1298742.4366	IGHG 27 0 
SRR1298742.8382	IGHG 27 0 
SRR1298742.8564	IGHM 113 0 
SRR1298742.8086	IGHM 113 0 
SRR1298742.1104	IGHG 27 0 
SRR1298742.5923	IGHG 27 0 
SRR1298742.1891	IGHG 27 0 
SRR1298742.5693	IGHG 27 0 
SRR1298742.1157	IGHG 29 0 
SRR1298742.7924	IGHG 27 0 
SRR1298742.1623	IGHG 27 0 
SRR1298742.6521	IGHG 26 0 
SRR1298742.1531	IGHG 27 0 
SRR1298742.3587	IGHG 27 0 
SRR1298742.2376	IGHG 27 0 
SRR1298742.725	IGHG 27 0 
SRR1298742.6755	IGHM 113 2 
SRR1298742.7193	IGHM 113 0 
SRR1298742.6232	IGHG 27 0 
SRR1298742.2798	IGHG 26 0 
SRR1298742.7723	IGHG 29 0 
SRR1298742.5444	IGHG 29 0 
SRR1298742.616	IGHG 27 0 
SRR1298742.732	IGHG 27 0 
SRR1298742.1973	IGHG 29 0 
SRR1298742.7284	IGHG 29 0 
SRR1298742.884	IGHG 29 0 
SRR1298742.8928	IGHG 29 0 
SRR1298742.3902	IGHM 114 0 
SRR1298742.5189	IGHG 29 0 
SRR1298742.1696	IGHG 28 0 
SRR1298742.3660	IGHM 113 1 
SRR1298742.5965	IGHG 27 0 
SRR1298742.6598	IGHM 113 0 
SRR1298742.1695	IGHG 27 0 
SRR1298742.3290	IGHM 113 0 
SRR1298742.7662	IGHM 113 0 
SRR1298742.6184	IGHG 27 0 
SRR1298742.1481	IGHM 113 1 
SRR1298742.1669	IGHG 29 0 
SRR1298742.2946	IGHM 113 0 
SRR1298742.8757	IGHG 27 0 
SRR1298742.4488	IGHG 27 0 
SRR1298742.2988	IGHG 27 0 
SRR1298742.7046	IGHM 113 0 
SRR1298742.5268	IGHM 113 0 
SRR1298742.322	IGHG 27 0 
SRR1298742.2218	IGHG 29 0 
SRR1298742.9141	IGHM 113 0 
SRR1298742.5394	IGHG 27 0 
SRR1298742.1905	IGHG 27 0 
SRR1298742.5252	IGHG 27 0 
SRR1298742.131	IGHG 29 0 
SRR1298742.1956	IGHG 27 0 
SRR1298742.7308	IGHG 27 0 
SRR1298742.8348	IGHM 113 0 
SRR1298742.7192	IGHM 113 1 
SRR1298742.8100	IGHG 27 0 
SRR1298742.7238	IGHG 29 0 
SRR1298742.6005	IGHM 113 0 
SRR1298742.2191	IGHG 27 0 
SRR1298742.6075	IGHG 27 0 
SRR1298742.37	IGHG 27 0 
SRR1298742.4652	IGHG 29 0 
SRR1298742.3088	IGHG 29 0 
SRR1298742.7276	IGHG 29 0 
SRR1298742.4335	IGHG 29 0 
SRR1298742.1263	IGHG 29 0 
SRR1298742.7803	IGHG 27 0 
SRR1298742.463	IGHG 27 0 
SRR1298742.8527	IGHG 29 0 
SRR1298742.1670	IGHM 113 0 
SRR1298742.9206	IGHM 113 0 
SRR1298742.2892	IGHG 27 0 
SRR1298742.817	IGHG 27 0 
SRR1298742.8772	IGHM 113 0 
SRR1298742.9227	IGHG 27 0 
SRR1298742.3111	IGHG 27 0 
SRR1298742.6968	IGHM 113 0 
SRR1298742.3234	IGHM 113 0 
SRR1298742.7087	IGHM 113 0 
SRR1298742.9437	IGHG 27 0 
SRR1298742.367	IGHM 113 0 
SRR1298742.3684	IGHG 27 0 
SRR1298742.3827	IGHM 113 0 
SRR1298742.3925	IGHM 113 0 
SRR1298742.6544	IGHM 113 0 
SRR1298742.3462	IGHG 27 0 
SRR1298742.6877	IGHG 29 0 
SRR1298742.8692	IGHM 113 0 
SRR1298742.6212	IGHM 113 0 
SRR1298742.255	IGHG 29 0 
SRR1298742.5798	IGHG 27 0 
SRR1298742.7517	IGHM 113 0 
SRR1298742.527	IGHM 113 0 
SRR1298742.5539	IGHG 29 0 
SRR1298742.7499	IGHG 29 0 
SRR1298742.8073	IGHG 27 0 
SRR1298742.6023	IGHM 112 0 
SRR1298742.1464	IGHG 27 0 
SRR1298742.7411	IGHG 29 0 
SRR1298742.566	IGHM 114 1 
SRR1298742.6002	IGHM 113 1 
SRR1298742.4960	IGHG 27 0 
SRR1298742.3375	IGHG 29 0 
SRR1298742.553	IGHG 27 0 
SRR1298742.4490	IGHM 113 0 
SRR1298742.3426	IGHG 27 0 
SRR1298742.6402	IGHG 29 0 
SRR1298742.9144	IGHG 27 0 
SRR1298742.8263	IGHG 27 0 
SRR1298742.341	IGHG 26 0 
SRR1298742.8361	IGHG 27 0 
SRR1298742.6467	IGHG 29 0 
SRR1298742.6632	IGHG 29 0 
SRR1298742.4016	IGHG 27 0 
SRR1298742.6412	IGHM 109 0 
SRR1298742.1249	IGHG 27 0 
SRR1298742.8429	IGHG 27 0 
SRR1298742.7167	IGHM 113 0 
SRR1298742.6437	IGHM 113 0 
SRR1298742.648	IGHG 27 0 
SRR1298742.3390	IGHG 27 0 
SRR1298742.5701	IGHG 29 0 
SRR1298742.8390	IGHM 113 0 
SRR1298742.8744	IGHG 29 0 
SRR1298742.9124	IGHM 113 0 
SRR1298742.1218	IGHG 27 0 
SRR1298742.5526	IGHM 113 1 
SRR1298742.665	IGHG 27 0 
SRR1298742.2994	IGHG 29 0 
SRR1298742.3960	IGHM 113 0 
SRR1298742.6117	IGHG 29 0 
SRR1298742.7785	IGHM 113 1 
SRR1298742.450	IGHG 27 0 
SRR1298742.7379	IGHM 113 0 
SRR1298742.5664	IGHM 113 0 
SRR1298742.1763	IGHG 27 0 
SRR1298742.6280	IGHG 27 0 
SRR1298742.1790	IGHM 113 0 
SRR1298742.7235	IGHG 27 0 
SRR1298742.4242	IGHG 27 0 
SRR1298742.8558	IGHM 113 0 
SRR1298742.7631	IGHM 113 0 
SRR1298742.9257	IGHM 113 1 
SRR1298742.4611	IGHG 29 0 
SRR1298742.8167	IGHM 113 0 
SRR1298742.8785	IGHG 29 0 
SRR1298742.3116	IGHG 27 0 
SRR1298742.575	IGHG 29 0 
SRR1298742.5905	IGHG 27 0 
SRR1298742.4739	IGHM 113 2 
SRR1298742.378	IGHG 27 0 
SRR1298742.2030	IGHG 27 0 
SRR1298742.635	IGHG 29 0 
SRR1298742.6481	IGHM 113 0 
SRR1298742.7815	IGHG 27 0 
SRR1298742.6764	IGHM 113 0 
SRR1298742.6998	IGHM 113 0 
SRR1298742.2256	IGHM 113 1 
SRR1298742.2498	IGHG 27 0 
SRR1298742.7003	IGHG 27 0 
SRR1298742.5682	IGHG 27 0 
SRR1298742.3503	IGHM 113 0 
SRR1298742.3541	IGHM 113 0 
SRR1298742.3318	IGHG 27 0 
SRR1298742.811	IGHG 27 0 
SRR1298742.2704	IGHG 29 0 
SRR1298742.7718	IGHG 27 0 
SRR1298742.8802	IGHG 27 0 
SRR1298742.3065	IGHG 27 0 
SRR1298742.5328	IGHG 29 0 
SRR1298742.1506	IGHG 27 0 
SRR1298742.3052	IGHG 27 0 
SRR1298742.8192	IGHM 113 0 
SRR1298742.4865	IGHG 27 0 
SRR1298742.2969	IGHG 29 0 
SRR1298742.4273	IGHG 27 0 
SRR1298742.2095	IGHG 26 0 
SRR1298742.7159	IGHG 27 0 
SRR1298742.2465	IGHG 27 0 
SRR1298742.2676	IGHG 27 0 
SRR1298742.6987	IGHG 29 0 
SRR1298742.5466	IGHG 27 0 
SRR1298742.3326	IGHM 113 0 
SRR1298742.98	IGHG 26 0 
SRR1298742.6627	IGHM 113 0 
SRR1298742.7905	IGHM 113 0 
SRR1298742.591	IGHG 27 0 
SRR1298742.4280	IGHM 113 0 
SRR1298742.8863	IGHG 27 0 
SRR1298742.8066	IGHM 113 0 
SRR1298742.1179	IGHG 27 0 
SRR1298742.3219	IGHM 113 0 
SRR1298742.5517	IGHG 27 0 
SRR1298742.1209	IGHG 27 0 
SRR1298742.5203	IGHM 113 0 
SRR1298742.1796	IGHM 113 0 
SRR1298742.1078	IGHG 29 0 
SRR1298742.7123	IGHG 29 0 
SRR1298742.2065	IGHG 29 0 
SRR1298742.7678	IGHM 113 0 
SRR1298742.8948	IGHG 27 0 
SRR1298742.1899	IGHM 113 0 
SRR1298742.8310	IGHM 113 2 
SRR1298742.8834	IGHG 29 0 
SRR1298742.8517	IGHG 29 0 
SRR1298742.309	IGHG 29 0 
SRR1298742.4833	IGHG 27 0 
SRR1298742.4555	IGHM 113 0 
SRR1298742.3194	IGHG 27 0 
SRR1298742.6403	IGHG 29 0 
SRR1298742.2056	IGHG 29 0 
SRR1298742.5578	IGHM 113 1 
SRR1298742.8414	IGHM 113 0 
SRR1298742.8686	IGHG 27 0 
SRR1298742.3735	IGHG 27 0 
SRR1298742.8695	IGHM 113 0 
SRR1298742.5712	IGHG 27 0 
SRR1298742.7728	IGHG 29 0 
SRR1298742.1654	IGHM 113 0 
SRR1298742.8196	IGHG 27 0 
SRR1298742.3801	IGHM 113 0 
SRR1298742.6004	IGHG 29 0 
SRR1298742.6469	IGHM 113 1 
SRR1298742.7555	IGHG 27 0 
SRR1298742.7348	IGHG 27 0 
SRR1298742.7993	IGHM 113 2 
SRR1298742.143	IGHG 27 0 
SRR1298742.7178	IGHG 29 0 
SRR1298742.8587	IGHG 29 0 
SRR1298742.4948	IGHM 113 1 
SRR1298742.8488	IGHM 113 0 
SRR1298742.5414	IGHG 27 0 
SRR1298742.5978	IGHG 29 0 
SRR1298742.8178	IGHM 113 0 
SRR1298742.1307	IGHM 113 0 
SRR1298742.8030	IGHG 27 0 
SRR1298742.5828	IGHM 113 0 
SRR1298742.3988	IGHM 113 0 
SRR1298742.1317	IGHM 113 3 
SRR1298742.4689	IGHG 27 0 
SRR1298742.4269	IGHG 27 0 
SRR1298742.4551	IGHG 27 0 
SRR1298742.974	IGHM 113 0 
SRR1298742.3778	IGHG 27 0 
SRR1298742.1272	IGHG 27 0 
SRR1298742.2387	IGHG 29 0 
SRR1298742.8122	IGHM 113 1 
SRR1298742.5498	IGHM 113 0 
SRR1298742.2433	IGHG 29 0 
SRR1298742.4100	IGHM 113 0 
SRR1298742.5129	IGHM 113 0 
SRR1298742.8681	IGHM 113 0 
SRR1298742.291	IGHG 29 0 
SRR1298742.5262	IGHG 29 0 
SRR1298742.3848	IGHG 29 0 
SRR1298742.946	IGHG 27 0 
SRR1298742.269	IGHG 29 0 
SRR1298742.1203	IGHG 29 0 
SRR1298742.115	IGHG 27 0 
SRR1298742.1037	IGHG 27 0 
SRR1298742.5064	IGHM 113 0 
SRR1298742.6792	IGHG 27 0 
SRR1298742.9203	IGHG 27 0 
SRR1298742.1816	IGHG 27 0 
SRR1298742.3818	IGHG 27 0 
SRR1298742.8553	IGHM 113 0 
SRR1298742.6701	IGHM 113 0 
SRR1298742.1735	IGHG 27 0 
SRR1298742.8748	IGHM 113 0 
SRR1298742.5611	IGHM 113 0 
SRR1298742.5319	IGHG 27 0 
SRR1298742.5038	IGHG 29 0 
SRR1298742.2687	IGHM 113 0 
SRR1298742.6937	IGHM 113 1 
SRR1298742.577	IGHG 27 0 
SRR1298742.705	IGHG 27 0 
SRR1298742.2305	IGHG 29 0 
SRR1298742.4288	IGHG 29 0 
SRR1298742.5767	IGHG 29 0 
SRR1298742.8276	IGHG 29 0 
SRR1298742.3733	IGHG 27 0 
SRR1298742.7001	IGHM 113 1 
SRR1298742.7561	IGHG 29 0 
SRR1298742.2974	IGHG 27 0 
SRR1298742.8373	IGHM 113 0 
SRR1298742.9253	IGHM 113 0 
SRR1298742.3923	IGHG 27 0 
SRR1298742.5236	IGHG 27 0 
SRR1298742.3502	IGHG 27 0 
SRR1298742.3896	IGHG 27 0 
SRR1298742.6853	IGHM 113 0 
SRR1298742.5337	IGHG 29 0 
SRR1298742.1768	IGHG 29 0 
SRR1298742.6244	IGHM 113 0 
SRR1298742.8036	IGHM 113 0 
SRR1298742.6249	IGHG 27 0 
SRR1298742.8576	IGHM 113 0 
SRR1298742.1965	IGHG 27 0 
SRR1298742.6577	IGHG 26 0 
SRR1298742.3412	IGHM 113 0 
SRR1298742.1472	IGHG 27 0 
SRR1298742.2847	IGHG 27 0 
SRR1298742.6162	IGHM 113 0 
SRR1298742.8187	IGHM 113 1 
SRR1298742.2552	IGHM 113 0 
SRR1298742.9411	IGHM 113 0 
SRR1298742.1496	IGHG 27 0 
SRR1298742.3017	IGHG 29 0 
