SRR1298742.4027	IGHJ2 49 3 
SRR1298742.7118	IGHJ6 46 1 
SRR1298742.4645	IGHJ6 41 1 
SRR1298742.7234	IGHJ6 55 0 
SRR1298742.4909	IGHJ6 46 1 
SRR1298742.1850	IGHJ5 49 0 
SRR1298742.6072	IGHJ5 49 0 
SRR1298742.5753	IGHJ5 49 0 
SRR1298742.7242	IGHJ3 49 0 
SRR1298742.2274	IGHJ6 46 1 
SRR1298742.6515	IGHJ5 49 0 
SRR1298742.1264	IGHJ3 49 0 
SRR1298742.5577	IGHJ4 42 0 
SRR1298742.7344	IGHJ5 49 0 
SRR1298742.4338	IGHJ5 49 0 
SRR1298742.2222	IGHJ5 49 0 
SRR1298742.2520	IGHJ6 46 1 
SRR1298742.8881	IGHJ6 42 0 
SRR1298742.5605	IGHJ5 49 0 
SRR1298742.4454	IGHJ5 49 0 
SRR1298742.5432	IGHJ6 46 1 
SRR1298742.1445	IGHJ4 41 1 
SRR1298742.7319	IGHJ6 46 1 
SRR1298742.4445	IGHJ4 43 1 IGHJ5 47 3 
SRR1298742.7027	IGHJ6 41 1 
SRR1298742.9019	IGHJ6 41 1 
SRR1298742.6848	IGHJ6 41 1 
SRR1298742.4295	IGHJ6 55 1 
SRR1298742.1010	IGHJ6 46 1 
SRR1298742.1144	IGHJ4 42 0 
SRR1298742.33	IGHJ5 49 0 
SRR1298742.6159	IGHJ5 49 0 
SRR1298742.3085	IGHJ6 55 1 
SRR1298742.8578	IGHJ5 49 0 
SRR1298742.6874	IGHJ6 46 1 
SRR1298742.5716	IGHJ6 46 1 
SRR1298742.2731	IGHJ5 49 0 
SRR1298742.1151	IGHJ6 46 1 
SRR1298742.4055	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.6789	IGHJ5 49 0 
SRR1298742.9417	IGHJ6 58 3 
SRR1298742.6462	IGHJ5 45 0 
SRR1298742.3211	IGHJ4 44 2 
SRR1298742.1105	IGHJ6 55 1 
SRR1298742.3476	IGHJ6 46 1 
SRR1298742.4804	IGHJ6 46 1 
SRR1298742.7595	IGHJ4 42 0 
SRR1298742.6135	IGHJ3 49 0 
SRR1298742.7550	IGHJ6 46 0 
SRR1298742.995	IGHJ6 46 1 
SRR1298742.5907	IGHJ6 58 3 
SRR1298742.7677	IGHJ6 41 1 
SRR1298742.8607	IGHJ6 49 3 
SRR1298742.5710	IGHJ6 58 4 
SRR1298742.1465	IGHJ6 55 1 
SRR1298742.8786	IGHJ5 45 0 
SRR1298742.6445	IGHJ6 46 1 
SRR1298742.3032	IGHJ6 46 1 
SRR1298742.8005	IGHJ6 55 1 
SRR1298742.1822	IGHJ5 46 0 
SRR1298742.7592	IGHJ5 49 0 
SRR1298742.8975	IGHJ6 60 3 
SRR1298742.8770	IGHJ5 49 0 
SRR1298742.4099	IGHJ6 46 1 
SRR1298742.4139	IGHJ6 46 1 
SRR1298742.7824	IGHJ5 49 0 
SRR1298742.1219	IGHJ5 49 0 
SRR1298742.4875	IGHJ6 55 1 
SRR1298742.5238	IGHJ5 49 1 
SRR1298742.3469	IGHJ4 42 0 
SRR1298742.5963	IGHJ6 58 4 
SRR1298742.8	IGHJ6 46 1 
SRR1298742.7513	IGHJ5 49 0 
SRR1298742.4579	IGHJ6 41 1 
SRR1298742.1134	IGHJ5 49 0 
SRR1298742.2491	IGHJ6 46 1 
SRR1298742.3880	IGHJ5 49 0 
SRR1298742.7312	IGHJ6 41 1 
SRR1298742.4641	IGHJ6 41 1 
SRR1298742.8550	IGHJ6 41 1 
SRR1298742.7645	IGHJ3 47 1 
SRR1298742.3569	IGHJ6 58 3 
SRR1298742.5008	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.7182	IGHJ6 46 1 
SRR1298742.210	IGHJ5 49 0 
SRR1298742.2237	IGHJ6 46 1 
SRR1298742.4710	IGHJ6 46 1 
SRR1298742.5845	IGHJ5 48 0 
SRR1298742.5386	IGHJ5 47 0 
SRR1298742.139	IGHJ6 46 1 
SRR1298742.3980	IGHJ5 49 0 
SRR1298742.9317	IGHJ6 46 1 
SRR1298742.3138	IGHJ6 55 3 
SRR1298742.1098	IGHJ6 55 1 
SRR1298742.7627	IGHJ4 44 2 
SRR1298742.3846	IGHJ5 49 0 
SRR1298742.6431	IGHJ3 44 3 
SRR1298742.1401	IGHJ6 46 1 
SRR1298742.7531	IGHJ6 55 1 
SRR1298742.1712	IGHJ6 46 1 
SRR1298742.7768	IGHJ5 49 0 
SRR1298742.8854	IGHJ6 58 3 
SRR1298742.4132	IGHJ6 46 1 
SRR1298742.4510	IGHJ6 55 1 
SRR1298742.3036	IGHJ6 58 3 
SRR1298742.3127	IGHJ5 49 0 
SRR1298742.1120	IGHJ6 46 1 
SRR1298742.187	IGHJ6 46 1 
SRR1298742.1834	IGHJ5 49 0 
SRR1298742.2851	IGHJ6 55 1 
SRR1298742.4285	IGHJ6 46 1 
SRR1298742.6625	IGHJ5 49 0 
SRR1298742.1576	IGHJ6 46 1 
SRR1298742.6171	IGHJ6 41 1 
SRR1298742.8253	IGHJ6 46 1 
SRR1298742.910	IGHJ5 49 0 
SRR1298742.6518	IGHJ6 58 3 
SRR1298742.9044	IGHJ6 41 1 
SRR1298742.8925	IGHJ3 47 2 
SRR1298742.8745	IGHJ3 47 2 
SRR1298742.6444	IGHJ5 49 0 
SRR1298742.244	IGHJ6 41 1 
SRR1298742.3843	IGHJ6 55 1 
SRR1298742.2217	IGHJ5 49 0 
SRR1298742.5205	IGHJ6 41 1 
SRR1298742.1128	IGHJ6 42 0 
SRR1298742.185	IGHJ1 36 0 IGHJ4 38 1 
SRR1298742.6633	IGHJ6 58 3 
SRR1298742.8102	IGHJ6 41 1 
SRR1298742.8897	IGHJ4 44 2 
SRR1298742.4590	IGHJ6 42 1 
SRR1298742.5573	IGHJ6 46 1 
SRR1298742.2665	IGHJ5 45 0 
SRR1298742.7873	IGHJ3 44 3 
SRR1298742.1561	IGHJ6 42 0 
SRR1298742.7297	IGHJ3 44 3 
SRR1298742.4774	IGHJ6 58 4 
SRR1298742.313	IGHJ5 49 0 
SRR1298742.6393	IGHJ6 55 1 
SRR1298742.5391	IGHJ5 49 0 
SRR1298742.5818	IGHJ3 42 2 
SRR1298742.4153	IGHJ3 44 3 
SRR1298742.1400	IGHJ6 46 1 
SRR1298742.4567	IGHJ6 46 1 
SRR1298742.1611	IGHJ6 55 2 
SRR1298742.795	IGHJ6 46 2 
SRR1298742.4266	IGHJ6 55 2 
SRR1298742.7165	IGHJ5 49 0 
SRR1298742.8320	IGHJ6 46 1 
SRR1298742.2569	IGHJ6 46 2 
SRR1298742.5800	IGHJ6 41 1 
SRR1298742.5007	IGHJ6 46 1 
SRR1298742.1341	IGHJ6 55 1 
SRR1298742.2669	IGHJ5 49 0 
SRR1298742.1766	IGHJ6 46 1 
SRR1298742.4442	IGHJ5 49 0 
SRR1298742.959	IGHJ5 49 1 
SRR1298742.8099	IGHJ3 44 3 
SRR1298742.3717	IGHJ6 46 1 
SRR1298742.1059	IGHJ5 49 0 
SRR1298742.5684	IGHJ6 57 1 
SRR1298742.7492	IGHJ6 46 2 
SRR1298742.3622	IGHJ6 41 1 
SRR1298742.9132	IGHJ5 49 0 
SRR1298742.1791	IGHJ5 49 0 
SRR1298742.1754	IGHJ6 46 1 
SRR1298742.4186	IGHJ6 58 3 
SRR1298742.7278	IGHJ5 49 0 
SRR1298742.3275	IGHJ6 41 1 
SRR1298742.594	IGHJ6 46 1 
SRR1298742.2026	IGHJ6 46 1 
SRR1298742.2206	IGHJ5 49 0 
SRR1298742.5345	IGHJ5 49 0 
SRR1298742.4305	IGHJ6 41 1 
SRR1298742.6799	IGHJ6 58 3 
SRR1298742.6657	IGHJ3 44 3 
SRR1298742.6509	IGHJ5 49 0 
SRR1298742.3271	IGHJ4 42 0 
SRR1298742.8403	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.7583	IGHJ5 49 0 
SRR1298742.6257	IGHJ6 41 1 
SRR1298742.8813	IGHJ6 46 1 
SRR1298742.4457	IGHJ5 49 1 
SRR1298742.7148	IGHJ6 41 1 
SRR1298742.3719	IGHJ4 41 1 
SRR1298742.7772	IGHJ5 49 0 
SRR1298742.8626	IGHJ6 41 2 
SRR1298742.6303	IGHJ4 44 1 
SRR1298742.5938	IGHJ6 46 1 
SRR1298742.1384	IGHJ6 46 1 
SRR1298742.3228	IGHJ5 47 0 
SRR1298742.1313	IGHJ6 46 2 
SRR1298742.6196	IGHJ5 49 0 
SRR1298742.8387	IGHJ4 42 0 
SRR1298742.4433	IGHJ6 56 4 
SRR1298742.1889	IGHJ4 41 1 
SRR1298742.4975	IGHJ5 49 0 
SRR1298742.6244	IGHJ4 46 2 
SRR1298742.5337	IGHJ6 42 0 
SRR1298742.6853	IGHJ6 41 1 
SRR1298742.1768	IGHJ6 58 3 
SRR1298742.3896	IGHJ5 49 0 
SRR1298742.6249	IGHJ6 58 4 
SRR1298742.8036	IGHJ6 41 1 
SRR1298742.6577	IGHJ6 58 3 
SRR1298742.1965	IGHJ6 55 1 
SRR1298742.8576	IGHJ5 49 0 
SRR1298742.6162	IGHJ3 49 0 
SRR1298742.2847	IGHJ6 55 1 
SRR1298742.1472	IGHJ6 46 1 
SRR1298742.3412	IGHJ6 41 1 
SRR1298742.9411	IGHJ6 41 1 
SRR1298742.2552	IGHJ3 44 3 
SRR1298742.8187	IGHJ5 49 0 
SRR1298742.1496	IGHJ6 55 0 
SRR1298742.8191	IGHJ4 44 0 
SRR1298742.3017	IGHJ6 46 1 
SRR1298742.7352	IGHJ6 46 1 
SRR1298742.6207	IGHJ5 49 0 
SRR1298742.4150	IGHJ3 49 4 
SRR1298742.8748	IGHJ6 41 1 
SRR1298742.5319	IGHJ6 46 1 
SRR1298742.5611	IGHJ3 44 3 
SRR1298742.577	IGHJ6 46 1 
SRR1298742.6937	IGHJ6 41 1 
SRR1298742.2687	IGHJ3 44 3 
SRR1298742.5038	IGHJ6 58 3 
SRR1298742.2305	IGHJ6 46 2 
SRR1298742.705	IGHJ6 55 1 
SRR1298742.7001	IGHJ4 46 2 
SRR1298742.5767	IGHJ6 46 1 
SRR1298742.8276	IGHJ6 46 1 
SRR1298742.3733	IGHJ5 49 0 
SRR1298742.4288	IGHJ6 55 1 
SRR1298742.7561	IGHJ5 49 0 
SRR1298742.9253	IGHJ6 41 1 
SRR1298742.8373	IGHJ6 41 1 
SRR1298742.2974	IGHJ6 55 1 
SRR1298742.5236	IGHJ6 46 1 
SRR1298742.3502	IGHJ6 55 1 
SRR1298742.3923	IGHJ4 41 1 
SRR1298742.2433	IGHJ6 46 1 
SRR1298742.4100	IGHJ6 41 1 
SRR1298742.8122	IGHJ3 44 3 
SRR1298742.5498	IGHJ4 42 0 
SRR1298742.2387	IGHJ6 46 1 
SRR1298742.8681	IGHJ5 49 0 
SRR1298742.291	IGHJ5 49 0 
SRR1298742.5129	IGHJ4 44 1 
SRR1298742.3848	IGHJ6 55 1 
SRR1298742.5262	IGHJ6 46 1 
SRR1298742.269	IGHJ5 49 0 
SRR1298742.946	IGHJ6 54 1 
SRR1298742.115	IGHJ6 46 1 
SRR1298742.1203	IGHJ6 46 1 
SRR1298742.1037	IGHJ6 46 1 
SRR1298742.5064	IGHJ5 49 0 
SRR1298742.1735	IGHJ6 46 1 
SRR1298742.8553	IGHJ6 41 1 
SRR1298742.3818	IGHJ5 45 3 
SRR1298742.6701	IGHJ5 49 0 
SRR1298742.6792	IGHJ5 49 0 
SRR1298742.9203	IGHJ5 49 0 
SRR1298742.1816	IGHJ6 46 1 
SRR1298742.6004	IGHJ6 58 4 
SRR1298742.3801	IGHJ3 44 3 
SRR1298742.8196	IGHJ5 49 0 
SRR1298742.7993	IGHJ6 41 1 
SRR1298742.7348	IGHJ5 49 0 
SRR1298742.143	IGHJ6 56 3 
SRR1298742.7555	IGHJ5 49 0 
SRR1298742.6469	IGHJ3 44 3 
SRR1298742.5978	IGHJ6 46 1 
SRR1298742.5414	IGHJ6 58 3 
SRR1298742.8488	IGHJ3 44 3 
SRR1298742.8587	IGHJ6 46 1 
SRR1298742.7178	IGHJ6 55 1 
SRR1298742.4948	IGHJ4 42 0 
SRR1298742.1307	IGHJ3 44 3 
SRR1298742.8178	IGHJ4 42 0 
SRR1298742.8030	IGHJ6 46 1 
SRR1298742.4269	IGHJ5 49 0 
SRR1298742.4689	IGHJ6 46 2 
SRR1298742.1317	IGHJ5 49 0 
SRR1298742.3988	IGHJ4 42 0 
SRR1298742.5828	IGHJ4 44 1 
SRR1298742.1272	IGHJ6 55 1 
SRR1298742.3778	IGHJ6 55 1 
SRR1298742.974	IGHJ6 41 1 
SRR1298742.4551	IGHJ6 55 1 
SRR1298742.7678	IGHJ6 41 1 
SRR1298742.1899	IGHJ6 41 1 
SRR1298742.8948	IGHJ6 55 1 
SRR1298742.8310	IGHJ6 41 1 
SRR1298742.8834	IGHJ6 46 1 
SRR1298742.8517	IGHJ6 58 3 
SRR1298742.4833	IGHJ4 41 1 
SRR1298742.309	IGHJ6 46 1 
SRR1298742.8686	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.8414	IGHJ3 44 3 
SRR1298742.2056	IGHJ6 58 3 
SRR1298742.6403	IGHJ6 58 3 
SRR1298742.5578	IGHJ3 44 3 
SRR1298742.4555	IGHJ5 49 0 
SRR1298742.3194	IGHJ6 58 3 
SRR1298742.1654	IGHJ5 49 0 
SRR1298742.7728	IGHJ6 46 1 
SRR1298742.5712	IGHJ6 46 1 
SRR1298742.8695	IGHJ5 49 0 
SRR1298742.3735	IGHJ6 46 1 
SRR1298742.7905	IGHJ5 49 0 
SRR1298742.4280	IGHJ6 41 1 
SRR1298742.8863	IGHJ6 46 1 
SRR1298742.591	IGHJ6 46 1 
SRR1298742.1179	IGHJ6 55 2 
SRR1298742.8066	IGHJ6 41 2 
SRR1298742.5517	IGHJ6 57 1 
SRR1298742.3219	IGHJ3 49 0 
SRR1298742.1209	IGHJ6 55 1 
SRR1298742.5203	IGHJ5 49 1 
SRR1298742.1796	IGHJ4 46 2 
SRR1298742.2065	IGHJ6 54 1 
SRR1298742.7123	IGHJ6 46 1 
SRR1298742.1078	IGHJ6 46 2 
SRR1298742.8802	IGHJ4 41 1 
SRR1298742.7718	IGHJ6 58 3 
SRR1298742.2704	IGHJ5 49 0 
SRR1298742.811	IGHJ6 58 3 
SRR1298742.5328	IGHJ5 49 0 
SRR1298742.3065	IGHJ6 46 1 
SRR1298742.1506	IGHJ6 40 2 
SRR1298742.4273	IGHJ6 46 1 
SRR1298742.2969	IGHJ6 58 3 
SRR1298742.4865	IGHJ6 49 3 
SRR1298742.8192	IGHJ5 49 0 
SRR1298742.3052	IGHJ6 58 3 
SRR1298742.6987	IGHJ6 47 2 
SRR1298742.2676	IGHJ5 49 0 
SRR1298742.5466	IGHJ6 55 1 
SRR1298742.2095	IGHJ5 49 0 
SRR1298742.7159	IGHJ6 55 0 
SRR1298742.2465	IGHJ6 46 1 
SRR1298742.98	IGHJ6 46 1 
SRR1298742.3326	IGHJ5 49 0 
SRR1298742.6627	IGHJ6 41 1 
SRR1298742.8167	IGHJ5 45 0 
SRR1298742.3116	IGHJ6 46 1 
SRR1298742.8785	IGHJ6 46 1 
SRR1298742.5905	IGHJ6 46 1 
SRR1298742.575	IGHJ6 46 1 
SRR1298742.378	IGHJ5 49 0 
SRR1298742.4739	IGHJ4 42 0 
SRR1298742.635	IGHJ6 46 1 
SRR1298742.2030	IGHJ6 55 1 
SRR1298742.6998	IGHJ6 41 1 
SRR1298742.6764	IGHJ5 47 1 
SRR1298742.7815	IGHJ6 46 1 
SRR1298742.6481	IGHJ5 33 0 IGHJ4 33 0 IGHJ4 33 1 IGHJ1 33 1 IGHJ4 33 2 
SRR1298742.2256	IGHJ4 43 2 
SRR1298742.5682	IGHJ6 46 1 
SRR1298742.3541	IGHJ4 45 1 
SRR1298742.3503	IGHJ4 44 0 
SRR1298742.3318	IGHJ5 49 0 
SRR1298742.2498	IGHJ4 44 2 
SRR1298742.7003	IGHJ6 46 1 
SRR1298742.3960	IGHJ3 44 3 
SRR1298742.7379	IGHJ6 41 1 
SRR1298742.450	IGHJ5 49 0 
SRR1298742.6117	IGHJ6 46 2 
SRR1298742.7785	IGHJ5 49 0 
SRR1298742.1763	IGHJ6 46 1 
SRR1298742.5664	IGHJ6 41 1 
SRR1298742.1790	IGHJ3 44 3 
SRR1298742.6280	IGHJ6 58 3 
SRR1298742.7235	IGHJ6 46 1 
SRR1298742.4242	IGHJ5 49 0 
SRR1298742.8558	IGHJ5 49 0 
SRR1298742.4611	IGHJ6 46 1 
SRR1298742.7631	IGHJ3 44 3 
SRR1298742.9257	IGHJ3 44 3 
SRR1298742.6412	IGHJ6 41 1 
SRR1298742.8429	IGHJ6 55 1 
SRR1298742.1249	IGHJ6 46 1 
SRR1298742.6437	IGHJ5 49 0 
SRR1298742.648	IGHJ4 41 1 
SRR1298742.7167	IGHJ6 41 1 
SRR1298742.9124	IGHJ5 49 0 
SRR1298742.8744	IGHJ5 49 0 
SRR1298742.8390	IGHJ5 49 0 
SRR1298742.5701	IGHJ6 46 1 
SRR1298742.3390	IGHJ6 42 0 
SRR1298742.1218	IGHJ5 49 0 
SRR1298742.5526	IGHJ6 41 1 
SRR1298742.665	IGHJ6 58 3 
SRR1298742.2994	IGHJ6 46 1 
SRR1298742.1464	IGHJ6 58 3 
SRR1298742.7411	IGHJ3 47 1 
SRR1298742.6023	IGHJ3 44 3 
SRR1298742.566	IGHJ3 44 3 
SRR1298742.4960	IGHJ4 44 2 
SRR1298742.6002	IGHJ3 44 3 
SRR1298742.3375	IGHJ6 55 0 
SRR1298742.553	IGHJ6 46 1 
SRR1298742.4490	IGHJ3 49 0 
SRR1298742.9144	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.6402	IGHJ6 57 1 
SRR1298742.3426	IGHJ6 46 1 
SRR1298742.341	IGHJ6 55 1 
SRR1298742.8263	IGHJ6 58 3 
SRR1298742.4016	IGHJ3 46 4 
SRR1298742.6632	IGHJ1 36 0 IGHJ4 38 1 
SRR1298742.6467	IGHJ6 58 3 
SRR1298742.8361	IGHJ6 55 1 
SRR1298742.9227	IGHJ6 46 1 
SRR1298742.9437	IGHJ6 55 1 
SRR1298742.7087	IGHJ4 42 0 
SRR1298742.3234	IGHJ6 41 1 
SRR1298742.3111	IGHJ6 46 1 
SRR1298742.6968	IGHJ5 49 1 
SRR1298742.3684	IGHJ6 46 1 
SRR1298742.367	IGHJ6 41 1 
SRR1298742.5798	IGHJ5 49 0 
SRR1298742.8692	IGHJ3 49 0 
SRR1298742.6212	IGHJ5 49 0 
SRR1298742.255	IGHJ6 55 1 
SRR1298742.6877	IGHJ6 55 1 
SRR1298742.6544	IGHJ5 49 0 
SRR1298742.3925	IGHJ4 38 0 
SRR1298742.3462	IGHJ6 58 4 
SRR1298742.3827	IGHJ6 41 1 
SRR1298742.527	IGHJ5 45 0 
SRR1298742.7517	IGHJ6 41 1 
SRR1298742.7499	IGHJ6 46 1 
SRR1298742.5539	IGHJ5 49 1 
SRR1298742.8073	IGHJ6 46 1 
SRR1298742.7238	IGHJ6 46 1 
SRR1298742.6005	IGHJ5 49 0 
SRR1298742.8100	IGHJ6 58 4 
SRR1298742.7192	IGHJ5 49 0 
SRR1298742.2191	IGHJ6 46 1 
SRR1298742.6075	IGHJ6 46 1 
SRR1298742.4652	IGHJ6 58 3 
SRR1298742.37	IGHJ6 46 1 
SRR1298742.1263	IGHJ6 46 1 
SRR1298742.4335	IGHJ5 49 0 
SRR1298742.7276	IGHJ5 45 3 
SRR1298742.3088	IGHJ6 51 2 
SRR1298742.463	IGHJ4 41 1 
SRR1298742.7803	IGHJ6 46 1 
SRR1298742.1670	IGHJ6 41 2 
SRR1298742.8527	IGHJ6 46 1 
SRR1298742.9206	IGHJ5 45 0 
SRR1298742.2892	IGHJ6 46 1 
SRR1298742.8772	IGHJ3 44 3 
SRR1298742.817	IGHJ6 58 3 
SRR1298742.1669	IGHJ6 58 3 
SRR1298742.1481	IGHJ3 44 3 
SRR1298742.6184	IGHJ6 58 3 
SRR1298742.7662	IGHJ6 41 1 
SRR1298742.8757	IGHJ6 46 1 
SRR1298742.2946	IGHJ6 41 1 
SRR1298742.2988	IGHJ6 46 1 
SRR1298742.4488	IGHJ4 41 1 
SRR1298742.5268	IGHJ4 42 0 
SRR1298742.7046	IGHJ5 49 0 
SRR1298742.5394	IGHJ6 58 4 
SRR1298742.9141	IGHJ5 49 0 
SRR1298742.322	IGHJ5 49 0 
SRR1298742.2218	IGHJ6 46 1 
SRR1298742.1905	IGHJ6 46 1 
SRR1298742.5252	IGHJ6 58 3 
SRR1298742.8348	IGHJ6 41 1 
SRR1298742.1956	IGHJ6 46 1 
SRR1298742.7308	IGHJ6 46 2 
SRR1298742.131	IGHJ6 46 1 
SRR1298742.725	IGHJ6 46 1 
SRR1298742.7193	IGHJ3 44 3 
SRR1298742.6755	IGHJ5 40 1 IGHJ4 40 2 IGHJ4 40 2 IGHJ4 40 3 
SRR1298742.2798	IGHJ6 46 1 
SRR1298742.6232	IGHJ6 46 1 
SRR1298742.5444	IGHJ6 46 1 
SRR1298742.616	IGHJ6 46 1 
SRR1298742.7723	IGHJ5 49 0 
SRR1298742.884	IGHJ6 46 1 
SRR1298742.7284	IGHJ6 46 1 
SRR1298742.1973	IGHJ4 41 1 
SRR1298742.732	IGHJ6 58 3 
SRR1298742.3660	IGHJ5 49 0 
SRR1298742.5189	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.1696	IGHJ6 55 2 
SRR1298742.3902	IGHJ4 42 0 
SRR1298742.8928	IGHJ6 46 2 
SRR1298742.1695	IGHJ6 55 1 
SRR1298742.6598	IGHJ5 49 0 
SRR1298742.5965	IGHJ6 46 1 
SRR1298742.3290	IGHJ5 49 0 
SRR1298742.148	IGHJ6 58 3 
SRR1298742.3355	IGHJ5 49 0 
SRR1298742.8564	IGHJ6 41 1 
SRR1298742.4366	IGHJ4 41 1 
SRR1298742.8382	IGHJ6 46 2 
SRR1298742.1104	IGHJ5 49 0 
SRR1298742.8086	IGHJ6 41 1 
SRR1298742.5923	IGHJ6 55 2 
SRR1298742.1157	IGHJ6 46 1 
SRR1298742.5693	IGHJ5 49 0 
SRR1298742.1891	IGHJ4 41 1 
SRR1298742.6521	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.1623	IGHJ6 58 3 
SRR1298742.7924	IGHJ6 51 2 
SRR1298742.2376	IGHJ6 46 1 
SRR1298742.3587	IGHJ5 45 3 
SRR1298742.1531	IGHJ6 46 1 
SRR1298742.671	IGHJ6 46 1 
SRR1298742.788	IGHJ6 46 1 
SRR1298742.2328	IGHJ6 55 0 
SRR1298742.5373	IGHJ5 49 0 
SRR1298742.5140	IGHJ6 46 1 
SRR1298742.1677	IGHJ6 46 1 
SRR1298742.2460	IGHJ6 46 1 
SRR1298742.9280	IGHJ4 44 3 
SRR1298742.1146	IGHJ6 46 1 
SRR1298742.79	IGHJ6 55 1 
SRR1298742.5158	IGHJ5 49 0 
SRR1298742.3946	IGHJ6 46 1 
SRR1298742.5186	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.2402	IGHJ6 41 1 
SRR1298742.9053	IGHJ6 55 1 
SRR1298742.836	IGHJ6 55 1 
SRR1298742.4541	IGHJ6 46 1 
SRR1298742.8643	IGHJ6 58 3 
SRR1298742.3491	IGHJ3 44 3 
SRR1298742.4690	IGHJ2 49 3 
SRR1298742.1191	IGHJ6 46 1 
SRR1298742.1021	IGHJ6 49 3 
SRR1298742.3372	IGHJ3 44 3 
SRR1298742.5841	IGHJ6 46 1 
SRR1298742.4343	IGHJ6 58 3 
SRR1298742.4374	IGHJ4 44 1 
SRR1298742.1716	IGHJ6 58 3 
SRR1298742.2781	IGHJ2 49 3 
SRR1298742.7166	IGHJ6 46 1 
SRR1298742.5844	IGHJ6 46 1 
SRR1298742.1761	IGHJ3 47 1 
SRR1298742.8791	IGHJ5 49 0 
SRR1298742.7668	IGHJ5 49 0 
SRR1298742.6141	IGHJ3 44 3 
SRR1298742.7443	IGHJ5 49 0 
SRR1298742.9348	IGHJ5 49 0 
SRR1298742.4029	IGHJ5 45 0 
SRR1298742.175	IGHJ5 49 0 
SRR1298742.3697	IGHJ6 41 1 
SRR1298742.5867	IGHJ6 58 3 
SRR1298742.7281	IGHJ5 49 0 
SRR1298742.5865	IGHJ6 41 1 
SRR1298742.509	IGHJ4 44 2 
SRR1298742.8317	IGHJ3 44 3 
SRR1298742.8895	IGHJ4 44 3 
SRR1298742.8157	IGHJ6 41 1 
SRR1298742.3283	IGHJ5 49 0 
SRR1298742.5926	IGHJ5 49 0 
SRR1298742.2342	IGHJ4 44 2 
SRR1298742.760	IGHJ6 58 4 
SRR1298742.5618	IGHJ3 44 3 
SRR1298742.5962	IGHJ5 49 0 
SRR1298742.4274	IGHJ4 44 2 
SRR1298742.5265	IGHJ5 45 0 
SRR1298742.878	IGHJ6 41 1 
SRR1298742.9423	IGHJ5 49 0 
SRR1298742.7897	IGHJ6 49 3 
SRR1298742.7931	IGHJ2 49 4 
SRR1298742.1374	IGHJ5 47 0 
SRR1298742.2679	IGHJ6 46 1 
SRR1298742.8425	IGHJ6 46 1 
SRR1298742.1826	IGHJ5 49 0 
SRR1298742.4818	IGHJ3 44 3 
SRR1298742.3711	IGHJ5 45 3 
SRR1298742.9040	IGHJ3 47 1 
SRR1298742.8565	IGHJ3 44 3 
SRR1298742.368	IGHJ5 49 0 
SRR1298742.9215	IGHJ5 49 0 
SRR1298742.2143	IGHJ6 46 1 
SRR1298742.3694	IGHJ5 49 0 
SRR1298742.3501	IGHJ4 41 1 
SRR1298742.3465	IGHJ6 46 1 
SRR1298742.475	IGHJ6 46 1 
SRR1298742.50	IGHJ6 58 4 
SRR1298742.7947	IGHJ6 49 3 
SRR1298742.7247	IGHJ4 42 0 
SRR1298742.2499	IGHJ6 41 1 
SRR1298742.457	IGHJ6 46 1 
SRR1298742.6620	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.4284	IGHJ6 46 1 
SRR1298742.3669	IGHJ6 55 1 
SRR1298742.5269	IGHJ4 40 1 
SRR1298742.895	IGHJ4 44 2 
SRR1298742.1340	IGHJ6 58 3 
SRR1298742.7442	IGHJ6 41 1 
SRR1298742.141	IGHJ6 58 3 
SRR1298742.6453	IGHJ4 44 1 
SRR1298742.8009	IGHJ5 49 0 
SRR1298742.8628	IGHJ6 42 0 
SRR1298742.3029	IGHJ6 46 1 
SRR1298742.3131	IGHJ5 34 1 IGHJ4 34 1 IGHJ4 34 2 IGHJ1 34 2 IGHJ4 34 3 
SRR1298742.7870	IGHJ6 46 1 
SRR1298742.6339	IGHJ6 46 1 
SRR1298742.5863	IGHJ6 58 3 
SRR1298742.8902	IGHJ6 55 1 
SRR1298742.2226	IGHJ6 58 3 
SRR1298742.2112	IGHJ6 55 1 
SRR1298742.471	IGHJ6 51 2 
SRR1298742.7277	IGHJ6 41 1 
SRR1298742.7115	IGHJ3 44 4 
SRR1298742.860	IGHJ4 42 0 
