SRR1298742.2575	IGHV1-2 295 14 
SRR1298742.288	IGHV1-2 292 17 
SRR1298742.681	IGHV1-2 292 16 
SRR1298742.8227	IGHV4-34 293 15 
SRR1298742.2377	IGHV1-2 292 17 
SRR1298742.1987	IGHV1-46 296 11 
SRR1298742.3580	IGHV6-1 304 7 
SRR1298742.2403	IGHV4-34 288 17 
SRR1298742.121	IGHV4-34 288 15 
SRR1298742.6756	IGHV4-39 294 12 IGHV4-59/61 294 13 
SRR1298742.587	IGHV1-46 296 11 
SRR1298742.2486	IGHV1-8 295 8 
SRR1298742.717	IGHV4-34 293 15 
SRR1298742.2971	IGHV4-39 295 18 
SRR1298742.1458	IGHV3-30/33rn 277 17 
SRR1298742.1758	IGHV1-2 293 17 
SRR1298742.6461	IGHV3-74 296 10 
SRR1298742.6997	IGHV3-49 301 0 
SRR1298742.1475	IGHV4-34 288 17 
SRR1298742.2214	IGHV1-8 295 8 
SRR1298742.7682	IGHV6-1 304 7 
SRR1298742.3507	IGHV1-2 292 16 
SRR1298742.6080	IGHV6-1 304 7 
SRR1298742.1382	IGHV4-34 294 13 
SRR1298742.7236	IGHV6-1 305 7 
SRR1298742.4553	IGHV4-30-4/31 298 21 
SRR1298742.8174	IGHV1-2 294 16 
SRR1298742.9199	IGHV4-59/61 296 11 
SRR1298742.5031	IGHV2-5 295 11 
SRR1298742.1083	IGHV1-2 292 17 
SRR1298742.4598	IGHV6-1 304 2 
SRR1298742.9338	IGHV6-1 305 7 
SRR1298742.7545	IGHV6-1 304 8 
SRR1298742.3930	IGHV3-74 291 23 
SRR1298742.1911	IGHV1-2 292 16 
SRR1298742.7174	IGHV4-59/61 298 11 
SRR1298742.5681	IGHV1-2 293 15 
SRR1298742.3667	IGHV6-1 306 7 
SRR1298742.8172	IGHV6-1 306 7 
SRR1298742.9303	IGHV6-1 304 7 
SRR1298742.1281	IGHV1-2 292 16 
SRR1298742.1618	IGHV1-2 292 16 
SRR1298742.1703	IGHV1-8 295 8 
SRR1298742.7636	IGHV1-8 295 9 
SRR1298742.3687	IGHV4-34 288 15 
SRR1298742.6677	IGHV3-49 301 0 
SRR1298742.1711	IGHV3-74 290 21 
SRR1298742.5054	IGHV4-34 287 33 
SRR1298742.2965	IGHV4-34 288 16 
SRR1298742.4698	IGHV4-34 288 22 
SRR1298742.3641	IGHV6-1 305 7 
SRR1298742.3770	IGHV1-2 292 15 
SRR1298742.1565	IGHV6-1 304 1 
SRR1298742.9304	IGHV1-2 292 17 
SRR1298742.6684	IGHV1-2 292 19 
SRR1298742.8678	IGHV2-5 302 27 
SRR1298742.1539	IGHV1-2 292 15 
SRR1298742.4095	IGHV1-2 292 20 
SRR1298742.4685	IGHV6-1 304 9 
SRR1298742.7483	IGHV1-8 295 9 
SRR1298742.7661	IGHV1-2 292 16 
SRR1298742.8290	IGHV3-49 303 1 
SRR1298742.8265	IGHV1-46 296 11 
SRR1298742.5831	IGHV3-74 290 21 
SRR1298742.4712	IGHV3-49 300 1 
SRR1298742.5291	IGHV4-30-4/31 298 21 
SRR1298742.5635	IGHV2-5 301 24 
SRR1298742.3817	IGHV4-39 294 12 IGHV4-59/61 294 13 
SRR1298742.9318	IGHV3-49 270 0 
SRR1298742.174	IGHV1-2 292 20 
SRR1298742.7841	IGHV6-1 305 7 
SRR1298742.1571	IGHV3-74 290 21 
SRR1298742.5156	IGHV3-49 302 0 
SRR1298742.411	IGHV1-2 292 16 
SRR1298742.881	IGHV1-8 295 7 
SRR1298742.3249	IGHV4-34 288 15 
SRR1298742.7498	IGHV6-1 304 0 
SRR1298742.1221	IGHV1-46 296 12 
SRR1298742.1970	IGHV1-2 292 16 
SRR1298742.1524	IGHV1-2 292 16 
SRR1298742.1999	IGHV1-8 295 7 
SRR1298742.4936	IGHV1-2 293 16 
SRR1298742.3184	IGHV3-49 301 1 
SRR1298742.7663	IGHV3-49 304 0 
SRR1298742.1275	IGHV1-8 295 9 
SRR1298742.6415	IGHV3-74 294 12 
SRR1298742.2736	IGHV1-8 295 8 
SRR1298742.9229	IGHV3-49 302 1 
SRR1298742.1110	IGHV1-2 292 15 
SRR1298742.127	IGHV4-39 299 19 
SRR1298742.6108	IGHV1-46 296 11 
SRR1298742.9441	IGHV1-8 295 7 
SRR1298742.4799	IGHV1-69 290 37 
SRR1298742.5530	IGHV6-1 304 7 
SRR1298742.3014	IGHV1-2 292 16 
SRR1298742.7267	IGHV3-49 300 1 
SRR1298742.6190	IGHV6-1 304 7 
SRR1298742.6101	IGHV4-34 288 15 
SRR1298742.2673	IGHV1-2 292 17 
SRR1298742.3823	IGHV3-49 301 0 
SRR1298742.1314	IGHV6-1 302 8 
SRR1298742.7575	IGHV3-9 289 19 
SRR1298742.3791	IGHV1-46 296 12 
SRR1298742.1202	IGHV3-74 290 21 
SRR1298742.4058	IGHV2-5 302 27 
SRR1298742.6131	IGHV6-1 304 7 
SRR1298742.5276	IGHV6-1 305 3 
SRR1298742.2475	IGHV1-2 292 16 
SRR1298742.1360	IGHV1-46 296 12 
SRR1298742.8631	IGHV1-2 292 16 
SRR1298742.3649	IGHV1-2 292 15 
SRR1298742.7211	IGHV3-49 300 1 
SRR1298742.9274	IGHV1-2 292 16 
SRR1298742.4701	IGHV1-46 297 12 
SRR1298742.1060	IGHV4-34 288 15 
SRR1298742.5634	IGHV1-2 292 16 
SRR1298742.9003	IGHV1-2 292 16 
SRR1298742.4039	IGHV4-34 293 14 
SRR1298742.106	IGHV1-2 292 16 
SRR1298742.5912	IGHV6-1 304 8 
SRR1298742.5081	IGHV5-51 102 1 
SRR1298742.8384	IGHV1-2 293 15 
SRR1298742.3494	IGHV6-1 302 7 
SRR1298742.1526	IGHV6-1 305 0 
SRR1298742.813	IGHV6-1 306 10 
SRR1298742.5899	IGHV6-1 300 9 
SRR1298742.3368	IGHV6-1 302 8 
SRR1298742.5211	IGHV6-1 249 0 
SRR1298742.3291	IGHV1-2 292 16 
SRR1298742.558	IGHV1-2 292 16 
SRR1298742.2677	IGHV4-34 288 16 
SRR1298742.2281	IGHV1-2 292 16 
SRR1298742.5124	IGHV6-1 304 7 
SRR1298742.668	IGHV4-34 288 15 
SRR1298742.559	IGHV4-34 288 16 
SRR1298742.9134	IGHV3-49 301 0 
SRR1298742.8596	IGHV6-1 304 8 
SRR1298742.4920	IGHV4-39 299 19 
SRR1298742.7272	IGHV3-49 301 0 
SRR1298742.992	IGHV1-8 295 7 
SRR1298742.162	IGHV1-2 292 16 
SRR1298742.6924	IGHV6-1 305 7 
SRR1298742.5387	IGHV1-2 292 16 
SRR1298742.890	IGHV1-2 292 16 
SRR1298742.7970	IGHV6-1 304 8 
SRR1298742.4107	IGHV1-8 295 7 
SRR1298742.1056	IGHV4-34 288 15 
SRR1298742.4990	IGHV3-74 290 13 
SRR1298742.6716	IGHV3-74 290 22 
SRR1298742.6397	IGHV4-39 295 30 
SRR1298742.4749	IGHV4-34 290 31 
SRR1298742.9193	IGHV1-2 292 16 
SRR1298742.6350	IGHV3-49 299 0 
SRR1298742.7959	IGHV1-2 292 16 
SRR1298742.2935	IGHV4-34 288 16 
SRR1298742.4784	IGHV1-46 296 13 
SRR1298742.3919	IGHV6-1 304 1 
SRR1298742.2661	IGHV1-46 296 11 
SRR1298742.6641	IGHV6-1 305 7 
SRR1298742.8540	IGHV6-1 302 7 
SRR1298742.6282	IGHV3-49 301 0 
SRR1298742.272	IGHV1-8 291 8 
SRR1298742.9433	IGHV3-74 291 22 
SRR1298742.970	IGHV1-8 295 8 
SRR1298742.4513	IGHV1-2 292 16 
SRR1298742.6570	IGHV4-34 287 33 
SRR1298742.2564	IGHV3-74 290 21 
SRR1298742.55	IGHV1-2 293 16 
SRR1298742.2930	IGHV4-39 299 18 
SRR1298742.4730	IGHV1-2 292 17 
SRR1298742.7426	IGHV3-30/33rn 296 19 
SRR1298742.7142	IGHV6-1 177 0 
SRR1298742.8900	IGHV4-34 288 15 
SRR1298742.1689	IGHV6-1 304 7 
SRR1298742.8248	IGHV1-2 293 17 
SRR1298742.3314	IGHV1-2 292 15 
SRR1298742.5735	IGHV6-1 304 0 
SRR1298742.7121	IGHV6-1 305 0 
SRR1298742.7153	IGHV6-1 304 8 
SRR1298742.5447	IGHV1-69 290 37 
SRR1298742.5093	IGHV1-2 292 16 
SRR1298742.6740	IGHV1-2 292 17 
SRR1298742.8641	IGHV4-34 288 15 
SRR1298742.6012	IGHV6-1 304 1 
SRR1298742.134	IGHV1-2 292 16 
SRR1298742.1003	IGHV1-46 296 13 
SRR1298742.1795	IGHV1-2 292 16 
SRR1298742.4650	IGHV3-74 290 21 
SRR1298742.6116	IGHV4-39 299 19 
SRR1298742.7560	IGHV1-8 295 7 
SRR1298742.7140	IGHV3-49 296 3 
SRR1298742.5428	IGHV6-1 305 10 
SRR1298742.3640	IGHV1-2 292 16 
SRR1298742.183	IGHV1-8 295 8 
SRR1298742.8376	IGHV1-2 293 17 
SRR1298742.8246	IGHV6-1 304 0 
SRR1298742.6058	IGHV1-18 291 6 
SRR1298742.8126	IGHV1-2 292 17 
SRR1298742.4440	IGHV1-2 292 16 
SRR1298742.1606	IGHV4-34 288 15 
SRR1298742.990	IGHV4-34 288 15 
SRR1298742.7567	IGHV1-2 292 17 
SRR1298742.5583	IGHV1-2 292 17 
SRR1298742.2336	IGHV3-9 289 19 
SRR1298742.27	IGHV4-34 258 14 
SRR1298742.9133	IGHV6-1 305 7 
SRR1298742.3505	IGHV6-1 304 7 
SRR1298742.3180	IGHV4-34 288 15 
SRR1298742.6528	IGHV2-5 295 1 
SRR1298742.7254	IGHV1-8 295 9 
SRR1298742.2759	IGHV1-8 295 7 
SRR1298742.4429	IGHV4-39 299 18 
SRR1298742.9456	IGHV3-49 308 3 
SRR1298742.5409	IGHV6-1 304 8 
SRR1298742.3057	IGHV1-8 295 8 
SRR1298742.3212	IGHV4-34 288 15 
SRR1298742.2121	IGHV1-8 295 7 
SRR1298742.8554	IGHV1-2 292 16 
SRR1298742.2203	IGHV1-2 292 16 
SRR1298742.2333	IGHV6-1 304 8 
SRR1298742.3749	IGHV1-2 292 16 
SRR1298742.6619	IGHV6-1 304 7 
SRR1298742.6464	IGHV1-2 292 16 
SRR1298742.1543	IGHV4-39 301 20 
SRR1298742.4860	IGHV1-2 294 16 
SRR1298742.8616	IGHV3-49 302 1 
SRR1298742.7522	IGHV4-39 299 19 
SRR1298742.2098	IGHV4-34 288 16 
SRR1298742.6227	IGHV1-2 292 16 
SRR1298742.9064	IGHV3-49 299 0 
SRR1298742.73	IGHV1-2 293 21 
SRR1298742.6593	IGHV6-1 304 7 
SRR1298742.2931	IGHV6-1 304 8 
SRR1298742.6691	IGHV1-8 296 7 
SRR1298742.7438	IGHV2-5 300 26 
SRR1298742.4207	IGHV1-2 292 17 
SRR1298742.6242	IGHV4-34 288 18 
SRR1298742.4871	IGHV4-34 291 28 
SRR1298742.7684	IGHV3-74 290 21 
SRR1298742.2612	IGHV1-2 292 16 
SRR1298742.4989	IGHV1-8 295 8 
SRR1298742.3115	IGHV1-46 296 12 
SRR1298742.4466	IGHV3-49 300 0 
SRR1298742.9012	IGHV1-46 296 12 
SRR1298742.6536	IGHV3-74 290 22 
SRR1298742.5621	IGHV3-49 300 0 
SRR1298742.404	IGHV1-46 296 14 
SRR1298742.5018	IGHV6-1 305 1 
SRR1298742.5633	IGHV3-74 290 13 
SRR1298742.3550	IGHV1-2 292 16 
SRR1298742.4097	IGHV6-1 304 0 
SRR1298742.8354	IGHV6-1 304 9 
SRR1298742.7553	IGHV1-2 292 17 
SRR1298742.2180	IGHV3-74 290 21 
SRR1298742.9267	IGHV1-2 292 15 
SRR1298742.3482	IGHV1-2 292 16 
SRR1298742.2829	IGHV1-46 296 13 
SRR1298742.1577	IGHV1-46 296 14 
SRR1298742.6830	IGHV6-1 304 7 
SRR1298742.6786	IGHV1-2 292 17 
SRR1298742.3407	IGHV1-8 295 7 
SRR1298742.2084	IGHV4-34 288 16 
SRR1298742.1491	IGHV1-46 296 11 
SRR1298742.6409	IGHV3-49 301 0 
SRR1298742.7572	IGHV6-1 304 0 
SRR1298742.8369	IGHV6-1 304 7 
SRR1298742.5168	IGHV6-1 305 1 
SRR1298742.4581	IGHV1-2 292 17 
SRR1298742.6613	IGHV1-8 295 7 
SRR1298742.4229	IGHV4-34 288 15 
SRR1298742.5521	IGHV3-49 300 0 
SRR1298742.2975	IGHV4-34 288 15 
SRR1298742.3206	IGHV1-2 292 17 
SRR1298742.8146	IGHV4-59/61 291 11 
SRR1298742.6487	IGHV6-1 304 7 
SRR1298742.7936	IGHV1-2 292 16 
SRR1298742.7758	IGHV6-1 304 7 
SRR1298742.2872	IGHV3-49 300 2 
SRR1298742.2153	IGHV6-1 304 9 
SRR1298742.8544	IGHV6-1 304 0 
SRR1298742.1123	IGHV1-2 292 16 
SRR1298742.6439	IGHV6-1 304 8 
SRR1298742.6813	IGHV3-49 300 0 
SRR1298742.6574	IGHV1-46 296 16 
SRR1298742.7070	IGHV6-1 304 8 
SRR1298742.80	IGHV1-2 292 17 
SRR1298742.6273	IGHV6-1 306 7 
SRR1298742.615	IGHV1-18 295 4 
SRR1298742.2152	IGHV1-2 292 16 
SRR1298742.1770	IGHV4-59/61 291 23 
SRR1298742.4859	IGHV1-2 292 18 
SRR1298742.6220	IGHV3-49 300 1 
SRR1298742.4821	IGHV1-2 292 16 
SRR1298742.335	IGHV1-2 292 16 
SRR1298742.5056	IGHV1-2 292 16 
SRR1298742.4649	IGHV6-1 304 1 
SRR1298742.1476	IGHV4-34 288 15 
SRR1298742.7094	IGHV3-49 300 0 
SRR1298742.5306	IGHV1-2 292 17 
SRR1298742.734	IGHV1-8 295 7 
SRR1298742.1005	IGHV1-2 292 16 
SRR1298742.8042	IGHV3-74 294 16 
SRR1298742.8783	IGHV3-49 300 0 
SRR1298742.7154	IGHV3-53/66 296 10 
SRR1298742.626	IGHV1-2 292 16 
SRR1298742.7422	IGHV1-8 295 9 
SRR1298742.1058	IGHV1-2 292 17 
SRR1298742.4018	IGHV1-2 292 17 
SRR1298742.1748	IGHV6-1 304 7 
SRR1298742.8472	IGHV3-49 301 0 
SRR1298742.8851	IGHV1-2 294 16 
SRR1298742.5524	IGHV1-46 296 11 
SRR1298742.4330	IGHV1-8 295 7 
SRR1298742.2509	IGHV2-5 304 26 
SRR1298742.5796	IGHV3-49 300 0 
SRR1298742.2660	IGHV1-2 292 17 
SRR1298742.5427	IGHV3-74 290 22 
SRR1298742.706	IGHV1-2 292 16 
SRR1298742.3783	IGHV1-46 296 12 
SRR1298742.4775	IGHV1-8 295 7 
SRR1298742.5145	IGHV1-2 292 16 
SRR1298742.1220	IGHV4-34 288 16 
SRR1298742.3473	IGHV1-8 295 8 
SRR1298742.7823	IGHV2-5 295 9 
SRR1298742.6143	IGHV1-2 292 19 
SRR1298742.6290	IGHV6-1 305 7 
SRR1298742.7264	IGHV1-2 292 16 
SRR1298742.6342	IGHV1-46 296 11 
SRR1298742.362	IGHV6-1 304 1 
SRR1298742.1409	IGHV1-2 292 17 
SRR1298742.7441	IGHV6-1 306 7 
SRR1298742.3089	IGHV4-39 299 19 
SRR1298742.943	IGHV4-34 287 34 
SRR1298742.8226	IGHV1-2 217 14 
SRR1298742.2841	IGHV2-5 301 27 
SRR1298742.5004	IGHV3-49 300 2 
SRR1298742.4520	IGHV6-1 305 0 
SRR1298742.2749	IGHV3-49 300 1 
SRR1298742.3432	IGHV4-30-4/31 298 22 
SRR1298742.7556	IGHV6-1 302 7 
SRR1298742.6247	IGHV3-49 300 0 
SRR1298742.1135	IGHV1-46 296 11 
SRR1298742.2042	IGHV1-46 296 11 
SRR1298742.8482	IGHV1-46 296 11 
SRR1298742.1686	IGHV1-46 296 12 
SRR1298742.3841	IGHV1-2 288 17 
SRR1298742.1008	IGHV4-34 293 14 
SRR1298742.6236	IGHV4-34 288 16 
SRR1298742.7202	IGHV4-34 287 35 
SRR1298742.1243	IGHV1-8 295 7 
SRR1298742.4149	IGHV1-2 292 16 
SRR1298742.9098	IGHV6-1 304 9 
SRR1298742.4255	IGHV1-46 296 14 
SRR1298742.875	IGHV4-34 288 15 
SRR1298742.4939	IGHV3-74 266 19 
SRR1298742.2912	IGHV1-8 295 7 
SRR1298742.3002	IGHV1-8 296 9 
SRR1298742.3039	IGHV3-30/33rn 295 19 
SRR1298742.3813	IGHV6-1 304 0 
SRR1298742.797	IGHV1-46 296 11 
SRR1298742.8258	IGHV6-1 304 11 
SRR1298742.3304	IGHV1-2 292 16 
SRR1298742.5133	IGHV3-7 297 12 
SRR1298742.9455	IGHV3-74 290 21 
SRR1298742.6087	IGHV6-1 302 4 
SRR1298742.7431	IGHV3-74 290 21 
SRR1298742.8668	IGHV3-74 292 22 
SRR1298742.6706	IGHV1-2 292 17 
SRR1298742.975	IGHV1-46 296 11 
SRR1298742.1721	IGHV6-1 304 7 
SRR1298742.6112	IGHV1-8 295 7 
SRR1298742.3631	IGHV1-2 293 18 
SRR1298742.5542	IGHV1-2 292 18 
SRR1298742.4864	IGHV1-46 296 13 
SRR1298742.1067	IGHV6-1 304 10 
SRR1298742.390	IGHV1-2 292 16 
SRR1298742.1107	IGHV1-8 295 16 
SRR1298742.4327	IGHV3-9 298 29 
SRR1298742.1927	IGHV1-46 296 35 
SRR1298742.7638	IGHV1-2 292 16 
SRR1298742.158	IGHV1-2 292 16 
SRR1298742.3872	IGHV1-8 295 8 
SRR1298742.5057	IGHV4-39 294 12 IGHV4-59/61 294 13 
SRR1298742.3215	IGHV2-5 301 24 
SRR1298742.3512	IGHV3-49 300 2 
SRR1298742.2599	IGHV1-2 292 17 
SRR1298742.2553	IGHV6-1 304 7 
SRR1298742.6950	IGHV4-59/61 291 11 
SRR1298742.4161	IGHV4-34 288 17 
SRR1298742.9034	IGHV6-1 305 8 
SRR1298742.2785	IGHV4-59/61 291 12 
SRR1298742.2062	IGHV1-46 214 11 
SRR1298742.9031	IGHV1-2 292 16 
SRR1298742.6608	IGHV4-34 288 17 
SRR1298742.3723	IGHV3-49 301 0 
SRR1298742.7108	IGHV6-1 304 9 
SRR1298742.6810	IGHV3-74 290 21 
SRR1298742.3708	IGHV1-18 291 7 
SRR1298742.1572	IGHV1-8 295 7 
SRR1298742.7964	IGHV3-49 301 0 
SRR1298742.5620	IGHV3-49 301 1 
SRR1298742.2957	IGHV2-5 301 24 
SRR1298742.1075	IGHV1-8 295 7 
SRR1298742.5115	IGHV4-34 288 17 
SRR1298742.4166	IGHV3-49 300 1 
SRR1298742.1702	IGHV1-2 292 16 
SRR1298742.4970	IGHV1-2 292 16 
SRR1298742.2335	IGHV1-2 292 17 
SRR1298742.3424	IGHV3-49 301 0 
SRR1298742.7686	IGHV6-1 304 9 
SRR1298742.7101	IGHV1-2 292 17 
SRR1298742.3997	IGHV3-49 300 1 
SRR1298742.7885	IGHV6-1 304 8 
SRR1298742.8995	IGHV1-2 292 16 
SRR1298742.4176	IGHV1-2 293 17 
SRR1298742.9269	IGHV3-49 303 0 
SRR1298742.4090	IGHV1-8 295 7 
SRR1298742.8208	IGHV3-49 302 2 
SRR1298742.4630	IGHV1-2 292 16 
SRR1298742.6388	IGHV4-39 298 31 
SRR1298742.3104	IGHV1-8 295 8 
SRR1298742.9158	IGHV3-74 291 21 
SRR1298742.7092	IGHV6-1 304 10 
SRR1298742.525	IGHV4-59/61 291 12 
SRR1298742.4609	IGHV1-46 296 12 
SRR1298742.5383	IGHV6-1 304 7 
SRR1298742.2833	IGHV1-8 295 7 
SRR1298742.8088	IGHV4-30-4/31 298 25 
SRR1298742.1353	IGHV3-49 300 0 
SRR1298742.5708	IGHV6-1 304 8 
SRR1298742.962	IGHV1-46 296 12 
SRR1298742.1456	IGHV1-8 295 9 
SRR1298742.6383	IGHV4-34 288 15 
SRR1298742.5594	IGHV3-74 290 21 
SRR1298742.3737	IGHV1-46 296 12 
SRR1298742.2952	IGHV6-1 304 2 
SRR1298742.8463	IGHV2-5 301 26 
SRR1298742.6809	IGHV3-74 290 21 
SRR1298742.4827	IGHV4-34 288 16 
SRR1298742.1603	IGHV1-2 292 17 
SRR1298742.5421	IGHV3-74 290 23 
SRR1298742.6255	IGHV3-74 290 21 
SRR1298742.3625	IGHV1-46 296 11 
SRR1298742.2620	IGHV3-74 290 21 
SRR1298742.2166	IGHV1-2 292 16 
SRR1298742.4401	IGHV6-1 305 7 
SRR1298742.7494	IGHV1-2 292 17 
SRR1298742.4951	IGHV1-8 295 8 
SRR1298742.5300	IGHV6-1 304 0 
SRR1298742.1501	IGHV1-2 292 16 
SRR1298742.9265	IGHV6-1 304 8 
SRR1298742.1975	IGHV3-74 290 20 
SRR1298742.1793	IGHV1-46 296 12 
SRR1298742.29	IGHV1-8 295 7 
SRR1298742.3570	IGHV1-46 296 11 
SRR1298742.7652	IGHV4-34 288 15 
SRR1298742.8205	IGHV1-2 292 16 
SRR1298742.2316	IGHV4-39 301 19 
SRR1298742.4475	IGHV1-69 290 39 
SRR1298742.4888	IGHV3-9 291 18 
SRR1298742.7223	IGHV3-74 291 14 
SRR1298742.1976	IGHV1-8 295 9 
SRR1298742.4329	IGHV6-1 304 9 
SRR1298742.7372	IGHV4-59/61 298 15 
SRR1298742.2593	IGHV1-2 292 16 
SRR1298742.201	IGHV4-34 288 15 
SRR1298742.8114	IGHV1-2 292 16 
SRR1298742.3273	IGHV4-39 294 28 
SRR1298742.8879	IGHV4-34 288 15 
SRR1298742.8547	IGHV3-49 300 0 
SRR1298742.1974	IGHV1-2 293 17 
SRR1298742.1523	IGHV1-2 293 17 
SRR1298742.6245	IGHV1-2 293 17 
SRR1298742.7128	IGHV1-46 296 12 
SRR1298742.7385	IGHV3-9 289 18 
SRR1298742.7104	IGHV3-49 300 0 
SRR1298742.331	IGHV1-8 295 7 
SRR1298742.1597	IGHV6-1 304 8 
SRR1298742.6715	IGHV1-2 292 16 
SRR1298742.4300	IGHV1-2 292 16 
SRR1298742.3561	IGHV4-34 288 15 
SRR1298742.6587	IGHV4-34 290 28 
SRR1298742.6727	IGHV6-1 304 8 
SRR1298742.3309	IGHV3-49 301 0 
SRR1298742.8442	IGHV1-2 292 17 
SRR1298742.8038	IGHV1-2 292 17 
SRR1298742.9445	IGHV6-1 305 1 
SRR1298742.246	IGHV1-2 292 15 
SRR1298742.5591	IGHV1-2 292 16 
SRR1298742.3771	IGHV1-46 296 11 
SRR1298742.3353	IGHV4-34 292 23 
SRR1298742.3075	IGHV1-46 296 12 
SRR1298742.3540	IGHV1-2 292 16 
SRR1298742.2068	IGHV4-34 288 15 
SRR1298742.1639	IGHV1-8 295 7 
SRR1298742.1673	IGHV1-2 292 16 
SRR1298742.5997	IGHV3-7 296 20 
SRR1298742.8197	IGHV2-5 301 27 
SRR1298742.2913	IGHV4-34 288 15 
SRR1298742.8210	IGHV3-49 300 2 
SRR1298742.1038	IGHV1-2 292 16 
SRR1298742.5990	IGHV3-49 300 1 
SRR1298742.2173	IGHV1-8 295 7 
SRR1298742.2313	IGHV3-49 301 0 
SRR1298742.383	IGHV1-8 295 7 
SRR1298742.5609	IGHV4-34 288 17 
SRR1298742.4354	IGHV1-46 296 12 
SRR1298742.7867	IGHV3-74 290 23 
SRR1298742.5249	IGHV3-74 290 22 
SRR1298742.3938	IGHV4-34 288 15 
SRR1298742.3295	IGHV1-18 291 6 
SRR1298742.8704	IGHV6-1 304 8 
SRR1298742.1920	IGHV1-8 295 7 
SRR1298742.6387	IGHV1-46 296 11 
SRR1298742.4913	IGHV1-46 296 10 
SRR1298742.5699	IGHV6-1 302 7 
SRR1298742.7125	IGHV3-30/33rn 295 19 
SRR1298742.5645	IGHV6-1 304 7 
SRR1298742.1616	IGHV1-2 292 15 
SRR1298742.3339	IGHV3-74 290 21 
SRR1298742.9246	IGHV3-49 303 1 
SRR1298742.7367	IGHV6-1 304 7 
SRR1298742.3499	IGHV3-7 298 20 
SRR1298742.3307	IGHV1-69 290 38 
SRR1298742.2409	IGHV1-46 296 11 
SRR1298742.5012	IGHV1-8 295 7 
SRR1298742.6697	IGHV1-46 296 14 
SRR1298742.5033	IGHV1-46 296 12 
SRR1298742.2943	IGHV1-2 292 17 
SRR1298742.4358	IGHV1-2 292 16 
SRR1298742.8235	IGHV3-49 300 0 
SRR1298742.4759	IGHV4-34 288 15 
SRR1298742.5527	IGHV3-74 290 21 
SRR1298742.5715	IGHV2-5 295 9 
SRR1298742.5764	IGHV6-1 304 8 
SRR1298742.6872	IGHV2-5 297 9 
SRR1298742.76	IGHV5-51 102 1 
SRR1298742.9084	IGHV1-2 292 17 
SRR1298742.3662	IGHV4-34 288 15 
SRR1298742.5654	IGHV1-8 294 8 
SRR1298742.8588	IGHV1-2 292 17 
SRR1298742.5226	IGHV3-74 290 22 
SRR1298742.5807	IGHV1-2 292 16 
SRR1298742.7525	IGHV1-8 295 7 
SRR1298742.5582	IGHV3-49 300 3 
SRR1298742.3677	IGHV1-2 292 18 
SRR1298742.6092	IGHV3-49 300 0 
SRR1298742.5537	IGHV1-8 295 9 
SRR1298742.1282	IGHV6-1 304 7 
SRR1298742.8918	IGHV6-1 304 7 
SRR1298742.3672	IGHV1-46 296 11 
SRR1298742.35	IGHV1-2 292 16 
SRR1298742.5697	IGHV1-18 291 6 
SRR1298742.3279	IGHV1-2 292 16 
SRR1298742.5200	IGHV6-1 304 7 
SRR1298742.9041	IGHV6-1 302 11 
SRR1298742.4408	IGHV3-74 296 10 
SRR1298742.1991	IGHV1-2 292 16 
SRR1298742.684	IGHV4-39 300 19 
SRR1298742.7137	IGHV3-74 290 21 
SRR1298742.160	IGHV1-2 292 19 
SRR1298742.7361	IGHV6-1 304 0 
SRR1298742.7705	IGHV1-2 292 16 
SRR1298742.6182	IGHV6-1 304 1 
SRR1298742.3341	IGHV4-34 288 15 
SRR1298742.217	IGHV6-1 304 7 
SRR1298742.8938	IGHV6-1 304 9 
SRR1298742.7795	IGHV6-1 305 9 
SRR1298742.47	IGHV1-2 292 17 
SRR1298742.9036	IGHV6-1 304 7 
SRR1298742.1786	IGHV1-2 292 16 
SRR1298742.8047	IGHV1-2 292 17 
SRR1298742.4606	IGHV1-2 292 17 
SRR1298742.6769	IGHV3-49 300 0 
SRR1298742.5580	IGHV4-34 288 16 
SRR1298742.445	IGHV1-2 292 19 
SRR1298742.7150	IGHV3-49 302 0 
SRR1298742.1595	IGHV1-46 297 12 
SRR1298742.4026	IGHV3-74 290 21 
SRR1298742.8506	IGHV6-1 304 7 
SRR1298742.1018	IGHV1-2 292 16 
SRR1298742.7637	IGHV3-49 300 1 
SRR1298742.2058	IGHV1-2 292 16 
SRR1298742.2522	IGHV6-1 304 1 
SRR1298742.2140	IGHV1-8 295 7 
SRR1298742.7120	IGHV1-2 292 17 
SRR1298742.2857	IGHV3-30/33rn 295 19 
SRR1298742.7570	IGHV1-46 296 12 
SRR1298742.3685	IGHV3-74 292 12 
SRR1298742.7107	IGHV1-8 295 9 
SRR1298742.9002	IGHV1-2 292 16 
SRR1298742.5134	IGHV1-2 293 16 
SRR1298742.278	IGHV4-34 288 15 
SRR1298742.6614	IGHV1-8 295 6 
SRR1298742.3847	IGHV6-1 304 2 
SRR1298742.3313	IGHV6-1 304 8 
SRR1298742.9122	IGHV4-34 288 18 
SRR1298742.966	IGHV1-8 295 8 
SRR1298742.7706	IGHV4-34 288 15 
SRR1298742.1343	IGHV3-74 290 21 
SRR1298742.7848	IGHV1-46 296 11 
SRR1298742.369	IGHV1-2 292 17 
SRR1298742.2685	IGHV3-74 290 21 
SRR1298742.8244	IGHV1-2 292 16 
SRR1298742.5687	IGHV1-8 295 6 
SRR1298742.1183	IGHV1-2 292 16 
SRR1298742.218	IGHV3-9 283 17 
